hgnc_id	symbol	locus_group	entrez_id
HGNC:26213	RERGL	protein-coding gene	79785
HGNC:25559	RESF1	protein-coding gene	55196
HGNC:33762	RESP18	protein-coding gene	389075
HGNC:9966	REST	protein-coding gene	5978
HGNC:9967	RET	protein-coding gene	5979
HGNC:20389	RETN	protein-coding gene	56729
HGNC:20388	RETNLB	protein-coding gene	84666
HGNC:25964	RETREG1	protein-coding gene	54463
HGNC:28450	RETREG2	protein-coding gene	79137
HGNC:27258	RETREG3	protein-coding gene	162427
HGNC:25991	RETSAT	protein-coding gene	54884
HGNC:14060	REV1	protein-coding gene	51455
HGNC:9968	REV3L	protein-coding gene	5980
HGNC:41377	REV3L-IT1	non-coding RNA	106478974
HGNC:26098	REX1BD	protein-coding gene	55049
HGNC:24616	REXO1	protein-coding gene	57455
HGNC:24660	REXO1L1P	pseudogene	254958
HGNC:32239	REXO1L2P	pseudogene	100288527
HGNC:32240	REXO1L3P	pseudogene	441359
HGNC:32241	REXO1L4P	pseudogene	653042
HGNC:32242	REXO1L5P	pseudogene	107986879
HGNC:32243	REXO1L6P	pseudogene	441362
HGNC:35429	REXO1L8P	pseudogene	392242
HGNC:44432	REXO1L9P	pseudogene	100506246
HGNC:44433	REXO1L10P	pseudogene	100288500
HGNC:44434	REXO1L11P	pseudogene	100288470
HGNC:44435	REXO1L12P	pseudogene	100289448
HGNC:17851	REXO2	protein-coding gene	25996
HGNC:12820	REXO4	protein-coding gene	57109
HGNC:24661	REXO5	protein-coding gene	81691
HGNC:9969	RFC1	protein-coding gene	5981
HGNC:9970	RFC2	protein-coding gene	5982
HGNC:9971	RFC3	protein-coding gene	5983
HGNC:44531	RFC3P1	pseudogene	100131711
HGNC:9972	RFC4	protein-coding gene	5984
HGNC:9973	RFC5	protein-coding gene	5985
HGNC:50450	RFC5P1	pseudogene	100421549
HGNC:29587	RFESD	protein-coding gene	317671
HGNC:39420	RFESDP1	pseudogene	100129167
HGNC:24821	RFFL	protein-coding gene	117584
HGNC:30324	RFK	protein-coding gene	55312
HGNC:39181	RFKP1	pseudogene	100313962
HGNC:39182	RFKP2	pseudogene	100132753
HGNC:27051	RFLNA	protein-coding gene	144347
HGNC:28705	RFLNB	protein-coding gene	359845
HGNC:9974	RFNG	protein-coding gene	5986
HGNC:9977	RFPL1	protein-coding gene	5988
HGNC:9978	RFPL1S	non-coding RNA	10740
HGNC:9979	RFPL2	protein-coding gene	10739
HGNC:9980	RFPL3	protein-coding gene	10738
HGNC:9981	RFPL3S	non-coding RNA	10737
HGNC:16449	RFPL4A	protein-coding gene	342931
HGNC:45147	RFPL4AL1	protein-coding gene	729974
HGNC:45138	RFPL4AP1	pseudogene	646663
HGNC:45145	RFPL4AP2	pseudogene	100420059
HGNC:45139	RFPL4AP3	pseudogene	106480810
HGNC:45140	RFPL4AP4	pseudogene	100420036
HGNC:45144	RFPL4AP5	pseudogene	100420058
HGNC:45142	RFPL4AP6	pseudogene	100130079
HGNC:45143	RFPL4AP7	pseudogene	100420055
HGNC:33264	RFPL4B	protein-coding gene	442247
HGNC:30220	RFT1	protein-coding gene	91869
HGNC:30278	RFTN1	protein-coding gene	23180
HGNC:23971	RFTN1P1	pseudogene	360015
HGNC:26402	RFTN2	protein-coding gene	130132
HGNC:25539	RFWD3	protein-coding gene	55159
HGNC:9982	RFX1	protein-coding gene	5989
HGNC:9983	RFX2	protein-coding gene	5990
HGNC:9984	RFX3	protein-coding gene	5991
HGNC:51197	RFX3-AS1	non-coding RNA	101929302
HGNC:9985	RFX4	protein-coding gene	5992
HGNC:9986	RFX5	protein-coding gene	5993
HGNC:40503	RFX5-AS1	non-coding RNA	101927886
HGNC:21478	RFX6	protein-coding gene	222546
HGNC:25777	RFX7	protein-coding gene	64864
HGNC:37253	RFX8	protein-coding gene	731220
HGNC:9987	RFXANK	protein-coding gene	8625
HGNC:9988	RFXAP	protein-coding gene	5994
HGNC:20369	RGCC	protein-coding gene	28984
HGNC:30281	RGL1	protein-coding gene	23179
HGNC:9769	RGL2	protein-coding gene	5863
HGNC:30282	RGL3	protein-coding gene	57139
HGNC:31911	RGL4	protein-coding gene	266747
HGNC:30308	RGMA	protein-coding gene	56963
HGNC:26896	RGMB	protein-coding gene	285704
HGNC:48666	RGMB-AS1	non-coding RNA	503569
HGNC:9989	RGN	protein-coding gene	9104
HGNC:21965	RGP1	protein-coding gene	9827
HGNC:32414	RGPD1	protein-coding gene	400966
HGNC:32415	RGPD2	protein-coding gene	729857
HGNC:32416	RGPD3	protein-coding gene	653489
HGNC:32417	RGPD4	protein-coding gene	285190
HGNC:49273	RGPD4-AS1	non-coding RNA	729121
HGNC:32418	RGPD5	protein-coding gene	84220
HGNC:32419	RGPD6	protein-coding gene	729540
HGNC:9849	RGPD8	protein-coding gene	727851
HGNC:9990	RGR	protein-coding gene	5995
HGNC:9991	RGS1	protein-coding gene	5996
HGNC:9998	RGS2	protein-coding gene	5997
HGNC:49018	RGS2-AS1	non-coding RNA	102724954
HGNC:9999	RGS3	protein-coding gene	5998
HGNC:10000	RGS4	protein-coding gene	5999
HGNC:10001	RGS5	protein-coding gene	8490
HGNC:40504	RGS5-AS1	non-coding RNA	101928404
HGNC:10002	RGS6	protein-coding gene	9628
HGNC:10003	RGS7	protein-coding gene	6000
HGNC:23271	RGS7BP	protein-coding gene	401190
HGNC:16810	RGS8	protein-coding gene	85397
HGNC:10004	RGS9	protein-coding gene	8787
HGNC:30304	RGS9BP	protein-coding gene	388531
HGNC:9992	RGS10	protein-coding gene	6001
HGNC:9993	RGS11	protein-coding gene	8786
HGNC:9994	RGS12	protein-coding gene	6002
HGNC:9995	RGS13	protein-coding gene	6003
HGNC:9996	RGS14	protein-coding gene	10636
HGNC:9997	RGS16	protein-coding gene	6004
HGNC:14088	RGS17	protein-coding gene	26575
HGNC:39729	RGS17P1	pseudogene	100128628
HGNC:14261	RGS18	protein-coding gene	64407
HGNC:13735	RGS19	protein-coding gene	10287
HGNC:14600	RGS20	protein-coding gene	8601
HGNC:26839	RGS21	protein-coding gene	431704
HGNC:24499	RGS22	protein-coding gene	26166
HGNC:18636	RGSL1	protein-coding gene	353299
HGNC:10006	RHAG	protein-coding gene	6005
HGNC:23081	RHBDD1	protein-coding gene	84236
HGNC:23082	RHBDD2	protein-coding gene	57414
HGNC:1308	RHBDD3	protein-coding gene	25807
HGNC:20561	RHBDF1	protein-coding gene	64285
HGNC:44499	RHBDF1P1	pseudogene	131973
HGNC:20788	RHBDF2	protein-coding gene	79651
HGNC:10007	RHBDL1	protein-coding gene	9028
HGNC:16083	RHBDL2	protein-coding gene	54933
HGNC:16502	RHBDL3	protein-coding gene	162494
HGNC:14572	RHBG	protein-coding gene	57127
HGNC:10008	RHCE	protein-coding gene	6006
HGNC:18140	RHCG	protein-coding gene	51458
HGNC:10009	RHD	protein-coding gene	6007
HGNC:10011	RHEB	protein-coding gene	6009
HGNC:21166	RHEBL1	protein-coding gene	121268
HGNC:10010	RHEBP1	pseudogene	6008
HGNC:44991	RHEBP2	pseudogene	101060032
HGNC:44992	RHEBP3	pseudogene	692231
HGNC:25341	RHEX	protein-coding gene	440712
HGNC:28206	RHNO1	protein-coding gene	83695
HGNC:10012	RHO	protein-coding gene	6010
HGNC:667	RHOA	protein-coding gene	387
HGNC:41308	RHOA-IT1	non-coding RNA	106480739
HGNC:668	RHOB	protein-coding gene	388
HGNC:18738	RHOBTB1	protein-coding gene	9886
HGNC:18756	RHOBTB2	protein-coding gene	23221
HGNC:18757	RHOBTB3	protein-coding gene	22836
HGNC:669	RHOC	protein-coding gene	389
HGNC:670	RHOD	protein-coding gene	29984
HGNC:15703	RHOF	protein-coding gene	54509
HGNC:672	RHOG	protein-coding gene	391
HGNC:54953	RHOG2P	pseudogene	392489
HGNC:686	RHOH	protein-coding gene	399
HGNC:688	RHOJ	protein-coding gene	57381
HGNC:17736	RHOQ	protein-coding gene	23433
HGNC:40816	RHOQ-AS1	non-coding RNA	100506142
HGNC:20003	RHOQP1	pseudogene	319093
HGNC:37836	RHOQP2	pseudogene	730041
HGNC:37837	RHOQP3	pseudogene	284988
HGNC:21168	RHOT1	protein-coding gene	55288
HGNC:23777	RHOT1P1	pseudogene	100462813
HGNC:37838	RHOT1P2	pseudogene	100462811
HGNC:37839	RHOT1P3	pseudogene	100462810
HGNC:21169	RHOT2	protein-coding gene	89941
HGNC:17794	RHOU	protein-coding gene	58480
HGNC:18313	RHOV	protein-coding gene	171177
HGNC:29993	RHOXF1	protein-coding gene	158800
HGNC:51582	RHOXF1-AS1	non-coding RNA	101928969
HGNC:51580	RHOXF1P1	pseudogene	101928941
HGNC:51611	RHOXF1P2	pseudogene	107075106
HGNC:51612	RHOXF1P3	pseudogene	107075307
HGNC:30011	RHOXF2	protein-coding gene	84528
HGNC:33519	RHOXF2B	protein-coding gene	727940
HGNC:19973	RHPN1	protein-coding gene	114822
HGNC:28457	RHPN1-AS1	non-coding RNA	78998
HGNC:19974	RHPN2	protein-coding gene	85415
HGNC:37708	RHPN2P1	pseudogene	646090
HGNC:26537	RIBC1	protein-coding gene	158787
HGNC:13241	RIBC2	protein-coding gene	26150
HGNC:17686	RIC1	protein-coding gene	57589
HGNC:30338	RIC3	protein-coding gene	79608
HGNC:54191	RIC3-DT	non-coding RNA	101927936
HGNC:29550	RIC8A	protein-coding gene	60626
HGNC:25555	RIC8B	protein-coding gene	55188
HGNC:28611	RICTOR	protein-coding gene	253260
HGNC:16897	RIDA	protein-coding gene	10247
HGNC:23207	RIF1	protein-coding gene	55183
HGNC:26686	RIIAD1	protein-coding gene	284485
HGNC:30266	RILP	protein-coding gene	83547
HGNC:26814	RILPL1	protein-coding gene	353116
HGNC:28787	RILPL2	protein-coding gene	196383
HGNC:30339	RIMBP2	protein-coding gene	23504
HGNC:29344	RIMBP3	protein-coding gene	85376
HGNC:33891	RIMBP3B	protein-coding gene	440804
HGNC:33892	RIMBP3C	protein-coding gene	150221
HGNC:28725	RIMKLA	protein-coding gene	284716
HGNC:29228	RIMKLB	protein-coding gene	57494
HGNC:34034	RIMKLBP1	pseudogene	54031
HGNC:39163	RIMKLBP2	pseudogene	100422371
HGNC:17282	RIMS1	protein-coding gene	22999
HGNC:17283	RIMS2	protein-coding gene	9699
HGNC:21292	RIMS3	protein-coding gene	9783
HGNC:16183	RIMS4	protein-coding gene	140730
HGNC:18749	RIN1	protein-coding gene	9610
HGNC:18750	RIN2	protein-coding gene	54453
HGNC:18751	RIN3	protein-coding gene	79890
HGNC:10018	RING1	protein-coding gene	6015
HGNC:24795	RINL	protein-coding gene	126432
HGNC:21876	RINT1	protein-coding gene	60561
HGNC:18656	RIOK1	protein-coding gene	83732
HGNC:18999	RIOK2	protein-coding gene	55781
HGNC:11451	RIOK3	protein-coding gene	8780
HGNC:39714	RIOK3P1	pseudogene	122145
HGNC:20968	RIOX1	protein-coding gene	79697
HGNC:19441	RIOX2	protein-coding gene	84864
HGNC:10019	RIPK1	protein-coding gene	8737
HGNC:10020	RIPK2	protein-coding gene	8767
HGNC:10021	RIPK3	protein-coding gene	11035
HGNC:496	RIPK4	protein-coding gene	54101
HGNC:25836	RIPOR1	protein-coding gene	79567
HGNC:13872	RIPOR2	protein-coding gene	9750
HGNC:16168	RIPOR3	protein-coding gene	140876
HGNC:40760	RIPOR3-AS1	non-coding RNA	100506175
HGNC:25117	RIPPLY1	protein-coding gene	92129
HGNC:21390	RIPPLY2	protein-coding gene	134701
HGNC:3047	RIPPLY3	protein-coding gene	53820
HGNC:23340	RIPPLY3P1	pseudogene	100421053
HGNC:10023	RIT1	protein-coding gene	6016
HGNC:10017	RIT2	protein-coding gene	6014
HGNC:25925	RITA1	protein-coding gene	84934
HGNC:10024	RLBP1	protein-coding gene	6017
HGNC:10025	RLF	protein-coding gene	6018
HGNC:16738	RLFP1	pseudogene	57008
HGNC:13429	RLIM	protein-coding gene	51132
HGNC:39682	RLIMP1	pseudogene	100533695
HGNC:39683	RLIMP2	pseudogene	100533731
HGNC:39684	RLIMP3	pseudogene	645453
HGNC:10026	RLN1	protein-coding gene	6013
HGNC:10027	RLN2	protein-coding gene	6019
HGNC:17135	RLN3	protein-coding gene	117579
HGNC:24326	RMC1	protein-coding gene	29919
HGNC:24285	RMDN1	protein-coding gene	51115
HGNC:26567	RMDN2	protein-coding gene	151393
HGNC:41150	RMDN2-AS1	non-coding RNA	101410544
HGNC:25550	RMDN3	protein-coding gene	55177
HGNC:25764	RMI1	protein-coding gene	80010
HGNC:28349	RMI2	protein-coding gene	116028
HGNC:21176	RMND1	protein-coding gene	55005
HGNC:25850	RMND5A	protein-coding gene	64795
HGNC:26181	RMND5B	protein-coding gene	64777
HGNC:10031	RMRP	non-coding RNA	6023
HGNC:47035	RMRPP5	pseudogene	106481874
HGNC:29893	RMST	non-coding RNA	196475
HGNC:10037	RN7SK	non-coding RNA	125050
HGNC:42619	RN7SKP1	pseudogene	100873845
HGNC:42620	RN7SKP2	pseudogene	100873846
HGNC:42621	RN7SKP3	pseudogene	100873847
HGNC:42622	RN7SKP4	pseudogene	100873848
HGNC:42623	RN7SKP5	pseudogene	100873849
HGNC:42624	RN7SKP6	pseudogene	100873850
HGNC:42625	RN7SKP7	pseudogene	100873851
HGNC:42626	RN7SKP8	pseudogene	100873852
HGNC:42627	RN7SKP9	pseudogene	100873853
HGNC:42628	RN7SKP10	pseudogene	100873873
HGNC:45735	RN7SKP11	pseudogene	106479099
HGNC:45736	RN7SKP12	pseudogene	106480836
HGNC:45737	RN7SKP13	pseudogene	106479100
HGNC:45738	RN7SKP14	pseudogene	106479101
HGNC:45739	RN7SKP15	pseudogene	106480456
HGNC:45740	RN7SKP16	pseudogene	106480837
HGNC:45741	RN7SKP17	pseudogene	106479102
HGNC:45742	RN7SKP18	pseudogene	106480838
HGNC:45743	RN7SKP19	pseudogene	106479103
HGNC:45744	RN7SKP20	pseudogene	106479104
HGNC:45745	RN7SKP21	pseudogene	106480839
HGNC:45746	RN7SKP22	pseudogene	106481805
HGNC:45747	RN7SKP23	pseudogene	106479105
HGNC:45748	RN7SKP24	pseudogene	106480840
HGNC:45749	RN7SKP25	pseudogene	106480364
HGNC:45750	RN7SKP26	pseudogene	106479106
HGNC:45751	RN7SKP27	pseudogene	106480841
HGNC:45752	RN7SKP28	pseudogene	106479107
HGNC:45753	RN7SKP29	pseudogene	106480457
HGNC:45754	RN7SKP30	pseudogene	106479108
HGNC:45755	RN7SKP31	pseudogene	106480842
HGNC:45756	RN7SKP32	pseudogene	106479109
HGNC:45757	RN7SKP33	pseudogene	106480843
HGNC:45758	RN7SKP34	pseudogene	106479110
HGNC:45759	RN7SKP35	pseudogene	106479111
HGNC:45760	RN7SKP36	pseudogene	106480458
HGNC:45761	RN7SKP37	pseudogene	106480844
HGNC:45762	RN7SKP38	pseudogene	106479112
HGNC:45763	RN7SKP39	pseudogene	106480845
HGNC:45764	RN7SKP40	pseudogene	106479113
HGNC:45766	RN7SKP42	pseudogene	106480846
HGNC:45767	RN7SKP43	pseudogene	106481806
HGNC:45768	RN7SKP44	pseudogene	106479114
HGNC:45769	RN7SKP45	pseudogene	106479115
HGNC:45770	RN7SKP46	pseudogene	106480847
HGNC:45771	RN7SKP47	pseudogene	106481974
HGNC:45772	RN7SKP48	pseudogene	106479116
HGNC:45773	RN7SKP49	pseudogene	106480848
HGNC:45774	RN7SKP50	pseudogene	106480459
HGNC:45775	RN7SKP51	pseudogene	106479117
HGNC:45776	RN7SKP52	pseudogene	106479118
HGNC:45777	RN7SKP53	pseudogene	106480849
HGNC:45778	RN7SKP54	pseudogene	107080626
HGNC:45779	RN7SKP55	pseudogene	106479119
HGNC:45780	RN7SKP56	pseudogene	106481807
HGNC:45781	RN7SKP57	pseudogene	106479120
HGNC:45782	RN7SKP58	pseudogene	106480850
HGNC:45783	RN7SKP59	pseudogene	106479121
HGNC:45784	RN7SKP60	pseudogene	106480851
HGNC:45785	RN7SKP61	pseudogene	106479122
HGNC:45786	RN7SKP62	pseudogene	106480460
HGNC:45787	RN7SKP63	pseudogene	106479123
HGNC:45788	RN7SKP64	pseudogene	106480852
HGNC:45789	RN7SKP65	pseudogene	106479124
HGNC:45790	RN7SKP66	pseudogene	106480853
HGNC:45791	RN7SKP67	pseudogene	106479125
HGNC:45792	RN7SKP68	pseudogene	106480854
HGNC:45793	RN7SKP69	pseudogene	106480461
HGNC:45794	RN7SKP70	pseudogene	107057644
HGNC:45795	RN7SKP71	pseudogene	106479126
HGNC:45796	RN7SKP72	pseudogene	106481748
HGNC:45797	RN7SKP73	pseudogene	106480855
HGNC:45798	RN7SKP74	pseudogene	106479127
HGNC:45799	RN7SKP75	pseudogene	106480856
HGNC:45800	RN7SKP76	pseudogene	106481808
HGNC:45801	RN7SKP77	pseudogene	106479128
HGNC:45802	RN7SKP78	pseudogene	106479129
HGNC:45803	RN7SKP79	pseudogene	106480857
HGNC:45804	RN7SKP80	pseudogene	106479130
HGNC:45805	RN7SKP81	pseudogene	106480858
HGNC:45806	RN7SKP82	pseudogene	106480462
HGNC:45807	RN7SKP83	pseudogene	106479131
HGNC:45809	RN7SKP85	pseudogene	106479132
HGNC:45810	RN7SKP86	pseudogene	106480859
HGNC:45811	RN7SKP87	pseudogene	106479133
HGNC:45812	RN7SKP88	pseudogene	106480860
HGNC:45813	RN7SKP89	pseudogene	106479134
HGNC:45814	RN7SKP90	pseudogene	106481809
HGNC:45815	RN7SKP91	pseudogene	106480861
HGNC:45816	RN7SKP92	pseudogene	106479135
HGNC:45817	RN7SKP93	pseudogene	106479136
HGNC:45818	RN7SKP94	pseudogene	106480365
HGNC:45819	RN7SKP95	pseudogene	106480862
HGNC:45820	RN7SKP96	pseudogene	106479137
HGNC:45821	RN7SKP97	pseudogene	106480463
HGNC:45822	RN7SKP98	pseudogene	106480863
HGNC:45823	RN7SKP99	pseudogene	106479138
HGNC:45824	RN7SKP100	pseudogene	106479139
HGNC:45825	RN7SKP101	pseudogene	106480864
HGNC:45826	RN7SKP102	pseudogene	106481810
HGNC:45827	RN7SKP103	pseudogene	106479140
HGNC:45828	RN7SKP104	pseudogene	106480865
HGNC:45829	RN7SKP105	pseudogene	106479141
HGNC:45830	RN7SKP106	pseudogene	106479142
HGNC:45831	RN7SKP107	pseudogene	106480464
HGNC:45832	RN7SKP108	pseudogene	106480866
HGNC:45833	RN7SKP109	pseudogene	106479143
HGNC:45834	RN7SKP110	pseudogene	106480867
HGNC:45835	RN7SKP111	pseudogene	106479144
HGNC:45836	RN7SKP112	pseudogene	106479145
HGNC:45837	RN7SKP113	pseudogene	106480465
HGNC:45838	RN7SKP114	pseudogene	106480868
HGNC:45839	RN7SKP115	pseudogene	106479146
HGNC:45840	RN7SKP116	pseudogene	106480869
HGNC:45841	RN7SKP117	pseudogene	106479147
HGNC:45842	RN7SKP118	pseudogene	106633802
HGNC:45843	RN7SKP119	pseudogene	106481749
HGNC:45844	RN7SKP120	pseudogene	106480870
HGNC:45845	RN7SKP121	pseudogene	106481811
HGNC:45846	RN7SKP122	pseudogene	106479148
HGNC:45847	RN7SKP123	pseudogene	106479149
HGNC:45848	RN7SKP124	pseudogene	106480871
HGNC:45849	RN7SKP125	pseudogene	106479150
HGNC:45850	RN7SKP126	pseudogene	106480872
HGNC:45851	RN7SKP127	pseudogene	106480466
HGNC:45852	RN7SKP128	pseudogene	106479151
HGNC:45853	RN7SKP129	pseudogene	106479152
HGNC:45854	RN7SKP130	pseudogene	106480873
HGNC:45855	RN7SKP131	pseudogene	106479153
HGNC:45856	RN7SKP132	pseudogene	106480874
HGNC:45857	RN7SKP133	pseudogene	106481812
HGNC:45858	RN7SKP134	pseudogene	106479154
HGNC:45859	RN7SKP135	pseudogene	106480875
HGNC:45860	RN7SKP136	pseudogene	106479155
HGNC:45861	RN7SKP137	pseudogene	106479156
HGNC:45863	RN7SKP139	pseudogene	106480876
HGNC:45864	RN7SKP140	pseudogene	106480366
HGNC:45865	RN7SKP141	pseudogene	106479157
HGNC:45866	RN7SKP142	pseudogene	106480877
HGNC:45867	RN7SKP143	pseudogene	106479158
HGNC:45868	RN7SKP144	pseudogene	106479159
HGNC:45869	RN7SKP145	pseudogene	106480878
HGNC:45870	RN7SKP146	pseudogene	106479160
HGNC:45871	RN7SKP147	pseudogene	106480879
HGNC:45872	RN7SKP148	pseudogene	106480467
HGNC:45873	RN7SKP149	pseudogene	106479161
HGNC:45874	RN7SKP150	pseudogene	106480880
HGNC:45875	RN7SKP151	pseudogene	106479162
HGNC:45876	RN7SKP152	pseudogene	106479163
HGNC:45877	RN7SKP153	pseudogene	106481813
HGNC:45878	RN7SKP154	pseudogene	106480881
HGNC:45879	RN7SKP155	pseudogene	106479164
HGNC:45880	RN7SKP156	pseudogene	106480882
HGNC:45881	RN7SKP157	pseudogene	106479165
HGNC:45882	RN7SKP158	pseudogene	106480883
HGNC:45883	RN7SKP159	pseudogene	106480468
HGNC:45884	RN7SKP160	pseudogene	106479166
HGNC:45885	RN7SKP161	pseudogene	106479167
HGNC:45886	RN7SKP162	pseudogene	106480884
HGNC:45887	RN7SKP163	pseudogene	106479168
HGNC:45888	RN7SKP164	pseudogene	106480885
HGNC:45889	RN7SKP165	pseudogene	106480367
HGNC:45890	RN7SKP166	pseudogene	106481814
HGNC:45891	RN7SKP167	pseudogene	106479169
HGNC:45892	RN7SKP168	pseudogene	106479170
HGNC:45893	RN7SKP169	pseudogene	106480886
HGNC:45894	RN7SKP170	pseudogene	106479171
HGNC:45895	RN7SKP171	pseudogene	106480887
HGNC:45896	RN7SKP172	pseudogene	106480469
HGNC:45897	RN7SKP173	pseudogene	106635535
HGNC:45898	RN7SKP174	pseudogene	106479172
HGNC:45899	RN7SKP175	pseudogene	106479173
HGNC:45900	RN7SKP176	pseudogene	106635536
HGNC:45901	RN7SKP177	pseudogene	106479174
HGNC:45902	RN7SKP178	pseudogene	106479175
HGNC:45903	RN7SKP179	pseudogene	106481815
HGNC:45904	RN7SKP180	pseudogene	106480888
HGNC:45905	RN7SKP181	pseudogene	106479176
HGNC:45906	RN7SKP182	pseudogene	106479177
HGNC:45907	RN7SKP183	pseudogene	106480889
HGNC:45908	RN7SKP184	pseudogene	106480470
HGNC:45909	RN7SKP185	pseudogene	106479178
HGNC:45910	RN7SKP186	pseudogene	106480692
HGNC:45911	RN7SKP187	pseudogene	106480890
HGNC:45912	RN7SKP188	pseudogene	106479179
HGNC:45913	RN7SKP189	pseudogene	106479180
HGNC:45914	RN7SKP190	pseudogene	106480891
HGNC:45915	RN7SKP191	pseudogene	106480471
HGNC:45916	RN7SKP192	pseudogene	106480892
HGNC:45917	RN7SKP193	pseudogene	106479181
HGNC:45918	RN7SKP194	pseudogene	106480893
HGNC:45919	RN7SKP195	pseudogene	106481816
HGNC:45920	RN7SKP196	pseudogene	106479182
HGNC:45921	RN7SKP197	pseudogene	106480894
HGNC:45922	RN7SKP198	pseudogene	106479183
HGNC:45923	RN7SKP199	pseudogene	106479184
HGNC:45924	RN7SKP200	pseudogene	106480895
HGNC:45926	RN7SKP202	pseudogene	106480472
HGNC:45927	RN7SKP203	pseudogene	106479185
HGNC:45928	RN7SKP204	pseudogene	106480896
HGNC:45929	RN7SKP205	pseudogene	106479186
HGNC:45930	RN7SKP206	pseudogene	106479187
HGNC:45931	RN7SKP207	pseudogene	106480897
HGNC:45932	RN7SKP208	pseudogene	106481817
HGNC:45933	RN7SKP209	pseudogene	106479188
HGNC:45934	RN7SKP210	pseudogene	106480898
HGNC:45935	RN7SKP211	pseudogene	106479189
HGNC:45936	RN7SKP212	pseudogene	106481750
HGNC:45937	RN7SKP213	pseudogene	106480899
HGNC:45938	RN7SKP214	pseudogene	106480473
HGNC:45940	RN7SKP216	pseudogene	106479190
HGNC:45941	RN7SKP217	pseudogene	106479191
HGNC:45942	RN7SKP218	pseudogene	106480900
HGNC:45943	RN7SKP219	pseudogene	106479192
HGNC:45944	RN7SKP220	pseudogene	106480901
HGNC:45945	RN7SKP221	pseudogene	106480474
HGNC:45946	RN7SKP222	pseudogene	106479193
HGNC:45947	RN7SKP223	pseudogene	106479194
HGNC:45948	RN7SKP224	pseudogene	106480902
HGNC:45949	RN7SKP225	pseudogene	106479195
HGNC:45950	RN7SKP226	pseudogene	106480903
HGNC:45951	RN7SKP227	pseudogene	106481818
HGNC:45952	RN7SKP228	pseudogene	106479196
HGNC:45953	RN7SKP229	pseudogene	106480904
HGNC:45954	RN7SKP230	pseudogene	106479197
HGNC:45955	RN7SKP231	pseudogene	106479198
HGNC:45956	RN7SKP232	pseudogene	106480905
HGNC:45957	RN7SKP233	pseudogene	106480475
HGNC:45958	RN7SKP234	pseudogene	106480368
HGNC:45959	RN7SKP235	pseudogene	106479199
HGNC:45960	RN7SKP236	pseudogene	106480906
HGNC:45961	RN7SKP237	pseudogene	106479200
HGNC:45962	RN7SKP238	pseudogene	106479201
HGNC:45963	RN7SKP239	pseudogene	106480907
HGNC:45964	RN7SKP240	pseudogene	106479202
HGNC:45965	RN7SKP241	pseudogene	107063536
HGNC:45966	RN7SKP242	pseudogene	106480908
HGNC:45967	RN7SKP243	pseudogene	106481819
HGNC:45968	RN7SKP244	pseudogene	106479203
HGNC:45969	RN7SKP245	pseudogene	106480909
HGNC:45970	RN7SKP246	pseudogene	106479204
HGNC:45971	RN7SKP247	pseudogene	106479205
HGNC:45972	RN7SKP248	pseudogene	106480476
HGNC:45973	RN7SKP249	pseudogene	106480910
HGNC:45974	RN7SKP250	pseudogene	106479206
HGNC:45975	RN7SKP251	pseudogene	106633807
HGNC:45976	RN7SKP252	pseudogene	106479207
HGNC:45977	RN7SKP253	pseudogene	106479208
HGNC:45978	RN7SKP254	pseudogene	106481820
HGNC:45979	RN7SKP255	pseudogene	106479209
HGNC:45980	RN7SKP256	pseudogene	106480911
HGNC:45981	RN7SKP257	pseudogene	106479210
HGNC:45982	RN7SKP258	pseudogene	106480912
HGNC:45983	RN7SKP259	pseudogene	106481751
HGNC:45984	RN7SKP260	pseudogene	106479211
HGNC:45985	RN7SKP261	pseudogene	106480477
HGNC:45986	RN7SKP262	pseudogene	106479212
HGNC:45987	RN7SKP263	pseudogene	106480913
HGNC:45988	RN7SKP264	pseudogene	106479213
HGNC:45989	RN7SKP265	pseudogene	106480914
HGNC:45990	RN7SKP266	pseudogene	106479214
HGNC:45991	RN7SKP267	pseudogene	106480478
HGNC:45992	RN7SKP268	pseudogene	106479215
HGNC:45993	RN7SKP269	pseudogene	106480915
HGNC:45994	RN7SKP270	pseudogene	106479216
HGNC:45995	RN7SKP271	pseudogene	106480916
HGNC:45996	RN7SKP272	pseudogene	106479217
HGNC:45997	RN7SKP273	pseudogene	106481821
HGNC:45999	RN7SKP275	pseudogene	106480917
HGNC:46000	RN7SKP276	pseudogene	106479218
HGNC:46001	RN7SKP277	pseudogene	106479219
HGNC:46002	RN7SKP278	pseudogene	106480918
HGNC:46003	RN7SKP279	pseudogene	106480479
HGNC:46004	RN7SKP280	pseudogene	106479220
HGNC:46005	RN7SKP281	pseudogene	106480369
HGNC:46006	RN7SKP282	pseudogene	106480919
HGNC:46007	RN7SKP283	pseudogene	106479221
HGNC:46008	RN7SKP284	pseudogene	106479222
HGNC:46009	RN7SKP285	pseudogene	106480920
HGNC:46010	RN7SKP286	pseudogene	106481822
HGNC:46011	RN7SKP287	pseudogene	106480921
HGNC:46012	RN7SKP288	pseudogene	106479223
HGNC:46013	RN7SKP289	pseudogene	106479224
HGNC:46014	RN7SKP290	pseudogene	106480480
HGNC:46015	RN7SKP291	pseudogene	106480922
HGNC:46016	RN7SKP292	pseudogene	106479225
HGNC:46017	RN7SKP293	pseudogene	106480923
HGNC:46018	RN7SKP294	pseudogene	106479226
