hgnc_id	symbol	locus_type
HGNC:8230	OR2A2	gene with protein product
HGNC:8231	OR2A3P	pseudogene
HGNC:14729	OR2A4	gene with protein product
HGNC:8232	OR2A5	gene with protein product
HGNC:8234	OR2A7	gene with protein product
HGNC:8236	OR2A9P	pseudogene
HGNC:15082	OR2A12	gene with protein product
HGNC:15083	OR2A13P	pseudogene
HGNC:15084	OR2A14	gene with protein product
HGNC:15085	OR2A15P	pseudogene
HGNC:15413	OR2A20P	pseudogene
HGNC:19562	OR2A25	gene with protein product
HGNC:31246	OR2A41P	pseudogene
HGNC:31230	OR2A42	gene with protein product
HGNC:14749	OR2AD1P	pseudogene
HGNC:15087	OR2AE1	gene with protein product
HGNC:14719	OR2AF1P	pseudogene
HGNC:15142	OR2AG1	gene with protein product
HGNC:15143	OR2AG2	gene with protein product
HGNC:15144	OR2AH1P	pseudogene
HGNC:15063	OR2AI1P	pseudogene
HGNC:15001	OR2AJ1	gene with protein product
HGNC:19569	OR2AK2	gene with protein product
HGNC:14712	OR2AL1P	pseudogene
HGNC:15113	OR2AM1P	pseudogene
HGNC:31247	OR2AO1P	pseudogene
HGNC:15335	OR2AP1	gene with protein product
HGNC:15003	OR2AQ1P	pseudogene
HGNC:15004	OR2AS1P	pseudogene
HGNC:31248	OR2AS2P	pseudogene
HGNC:15145	OR2AT1P	pseudogene
HGNC:19619	OR2AT2P	pseudogene
HGNC:19620	OR2AT4	gene with protein product
HGNC:13966	OR2B2	gene with protein product
HGNC:8238	OR2B3	gene with protein product
HGNC:8239	OR2B4P	pseudogene
HGNC:8241	OR2B6	gene with protein product
HGNC:13967	OR2B7P	pseudogene
HGNC:13968	OR2B8P	pseudogene
HGNC:31249	OR2B11	gene with protein product
HGNC:31250	OR2BH1P	pseudogene
HGNC:8242	OR2C1	gene with protein product
HGNC:15005	OR2C3	gene with protein product
HGNC:8244	OR2D2	gene with protein product
HGNC:15146	OR2D3	gene with protein product
HGNC:15507	OR2E1P	pseudogene
HGNC:8246	OR2F1	gene with protein product
HGNC:8247	OR2F2	gene with protein product
HGNC:8251	OR2G1P	pseudogene
HGNC:15007	OR2G2	gene with protein product
HGNC:15008	OR2G3	gene with protein product
HGNC:27019	OR2G6	gene with protein product
HGNC:8252	OR2H1	gene with protein product
HGNC:8253	OR2H2	gene with protein product
HGNC:8255	OR2H4P	pseudogene
HGNC:8256	OR2H5P	pseudogene
HGNC:8258	OR2I1P	pseudogene
HGNC:8259	OR2J1	gene with protein product
HGNC:8260	OR2J2	gene with protein product
HGNC:8261	OR2J3	gene with protein product
HGNC:8262	OR2J4P	pseudogene
HGNC:8264	OR2K2	gene with protein product
HGNC:8265	OR2L1P	pseudogene
HGNC:8266	OR2L2	gene with protein product
HGNC:15009	OR2L3	gene with protein product
HGNC:15011	OR2L5	gene with protein product
HGNC:15012	OR2L6P	pseudogene
HGNC:15014	OR2L8	gene with protein product
HGNC:15015	OR2L9P	pseudogene
HGNC:19578	OR2L13	gene with protein product
HGNC:8267	OR2M1P	pseudogene
HGNC:8268	OR2M2	gene with protein product
HGNC:8269	OR2M3	gene with protein product
HGNC:8270	OR2M4	gene with protein product
HGNC:19576	OR2M5	gene with protein product
HGNC:19594	OR2M7	gene with protein product
HGNC:8271	OR2N1P	pseudogene
HGNC:8272	OR2P1P	pseudogene
HGNC:8273	OR2Q1P	pseudogene
HGNC:8274	OR2R1P	pseudogene
HGNC:8275	OR2S1P	pseudogene
HGNC:8276	OR2S2	gene with protein product
HGNC:8277	OR2T1	gene with protein product
HGNC:14725	OR2T2	gene with protein product
HGNC:14727	OR2T3	gene with protein product
HGNC:15016	OR2T4	gene with protein product
HGNC:15017	OR2T5	gene with protein product
HGNC:15018	OR2T6	gene with protein product
HGNC:15019	OR2T7	gene with protein product
HGNC:15020	OR2T8	gene with protein product
HGNC:19573	OR2T10	gene with protein product
HGNC:19574	OR2T11	gene with protein product
HGNC:19592	OR2T12	gene with protein product
HGNC:31252	OR2T27	gene with protein product
HGNC:31253	OR2T29	gene with protein product
HGNC:31254	OR2T32P	pseudogene
HGNC:31255	OR2T33	gene with protein product
HGNC:31256	OR2T34	gene with protein product
HGNC:31257	OR2T35	gene with protein product
HGNC:8278	OR2U1P	pseudogene
HGNC:8279	OR2U2P	pseudogene
HGNC:8280	OR2V1	gene with protein product
HGNC:15341	OR2V2	gene with protein product
HGNC:8281	OR2W1	gene with protein product
HGNC:13970	OR2W2P	pseudogene
HGNC:15021	OR2W3	gene with protein product
HGNC:15071	OR2W4P	pseudogene
HGNC:15424	OR2W5P	pseudogene
HGNC:15072	OR2W6P	pseudogene
HGNC:31258	OR2X1P	pseudogene
HGNC:14837	OR2Y1	gene with protein product
HGNC:15391	OR2Z1	gene with protein product
HGNC:8282	OR3A1	gene with protein product
HGNC:8283	OR3A2	gene with protein product
HGNC:8284	OR3A3	gene with protein product
HGNC:15510	OR3A4P	pseudogene
HGNC:8286	OR3A5P	pseudogene
HGNC:14839	OR3B1P	pseudogene
HGNC:25339	OR3D1P	pseudogene
HGNC:8289	OR4A1P	pseudogene
HGNC:15159	OR4A2P	pseudogene
HGNC:15160	OR4A3P	pseudogene
HGNC:15161	OR4A4P	pseudogene
HGNC:15162	OR4A5	gene with protein product
HGNC:15163	OR4A6P	pseudogene
HGNC:15164	OR4A7P	pseudogene
HGNC:15165	OR4A8	gene with protein product
HGNC:15166	OR4A9P	pseudogene
HGNC:15147	OR4A10P	pseudogene
HGNC:15148	OR4A11P	pseudogene
HGNC:15149	OR4A12P	pseudogene
HGNC:15150	OR4A13P	pseudogene
HGNC:15151	OR4A14P	pseudogene
HGNC:15152	OR4A15	gene with protein product
HGNC:15153	OR4A16	gene with protein product
HGNC:15154	OR4A17P	pseudogene
HGNC:15155	OR4A18P	pseudogene
HGNC:15156	OR4A19P	pseudogene
HGNC:15158	OR4A21P	pseudogene
HGNC:31259	OR4A40P	pseudogene
HGNC:31260	OR4A41P	pseudogene
HGNC:31261	OR4A42P	pseudogene
HGNC:31262	OR4A43P	pseudogene
HGNC:31263	OR4A44P	pseudogene
HGNC:31264	OR4A45P	pseudogene
HGNC:31265	OR4A46P	pseudogene
HGNC:31266	OR4A47	gene with protein product
HGNC:31267	OR4A48P	pseudogene
HGNC:31268	OR4A49P	pseudogene
HGNC:31269	OR4A50P	pseudogene
HGNC:8290	OR4B1	gene with protein product
HGNC:8291	OR4B2P	pseudogene
HGNC:8292	OR4C1P	pseudogene
HGNC:14696	OR4C2P	pseudogene
HGNC:14697	OR4C3	gene with protein product
HGNC:14700	OR4C4P	pseudogene
HGNC:14702	OR4C5	gene with protein product
HGNC:14743	OR4C6	gene with protein product
HGNC:14768	OR4C7P	pseudogene
HGNC:14796	OR4C9P	pseudogene
HGNC:14800	OR4C10P	pseudogene
HGNC:15167	OR4C11	gene with protein product
HGNC:15168	OR4C12	gene with protein product
HGNC:15169	OR4C13	gene with protein product
HGNC:15170	OR4C14P	pseudogene
HGNC:15171	OR4C15	gene with protein product
HGNC:15172	OR4C16	gene with protein product
HGNC:31270	OR4C45	gene with protein product
HGNC:31271	OR4C46	gene with protein product
HGNC:31272	OR4C48P	pseudogene
HGNC:31273	OR4C49P	pseudogene
HGNC:31274	OR4C50P	pseudogene
HGNC:8293	OR4D1	gene with protein product
HGNC:8294	OR4D2	gene with protein product
HGNC:14852	OR4D5	gene with protein product
HGNC:15175	OR4D6	gene with protein product
HGNC:15176	OR4D7P	pseudogene
HGNC:15177	OR4D8P	pseudogene
HGNC:15178	OR4D9	gene with protein product
HGNC:15173	OR4D10	gene with protein product
HGNC:15174	OR4D11	gene with protein product
HGNC:8296	OR4E1	gene with protein product
HGNC:8297	OR4E2	gene with protein product
HGNC:8298	OR4F1P	pseudogene
HGNC:8299	OR4F2P	pseudogene
HGNC:8300	OR4F3	gene with protein product
HGNC:8301	OR4F4	gene with protein product
HGNC:14825	OR4F5	gene with protein product
HGNC:15372	OR4F6	gene with protein product
HGNC:15089	OR4F7P	pseudogene
HGNC:55111	OR4F8BP	pseudogene
HGNC:15395	OR4F8P	pseudogene
HGNC:15076	OR4F13P	pseudogene
HGNC:15077	OR4F14P	pseudogene
HGNC:15078	OR4F15	gene with protein product
HGNC:15079	OR4F16	gene with protein product
HGNC:15381	OR4F17	gene with protein product
HGNC:19583	OR4F21	gene with protein product
HGNC:31229	OR4F28P	pseudogene
HGNC:31275	OR4F29	gene with protein product
HGNC:8302	OR4G1P	pseudogene
HGNC:8303	OR4G2P	pseudogene
HGNC:8304	OR4G3P	pseudogene
HGNC:14822	OR4G4P	pseudogene
HGNC:15039	OR4G6P	pseudogene
HGNC:31276	OR4G11P	pseudogene
HGNC:55112	OR4H6BP	pseudogene
HGNC:8312	OR4H6P	pseudogene
HGNC:19433	OR4H12P	pseudogene
HGNC:14726	OR4K1	gene with protein product
HGNC:14728	OR4K2	gene with protein product
HGNC:14731	OR4K3	gene with protein product
HGNC:14744	OR4K4P	pseudogene
HGNC:14745	OR4K5	gene with protein product
HGNC:14748	OR4K6P	pseudogene
HGNC:14756	OR4K7P	pseudogene
HGNC:14787	OR4K8P	pseudogene
HGNC:15402	OR4K11P	pseudogene
HGNC:15403	OR4K12P	pseudogene
HGNC:15351	OR4K13	gene with protein product
HGNC:15352	OR4K14	gene with protein product
HGNC:15353	OR4K15	gene with protein product
HGNC:15354	OR4K16P	pseudogene
HGNC:15355	OR4K17	gene with protein product
HGNC:15356	OR4L1	gene with protein product
HGNC:14735	OR4M1	gene with protein product
HGNC:15373	OR4M2	gene with protein product
HGNC:55109	OR4M2B	gene with protein product
HGNC:14740	OR4N1P	pseudogene
HGNC:14742	OR4N2	gene with protein product
HGNC:55116	OR4N3BP	pseudogene
HGNC:15374	OR4N3P	pseudogene
HGNC:15375	OR4N4	gene with protein product
HGNC:55110	OR4N4C	gene with protein product
HGNC:15358	OR4N5	gene with protein product
HGNC:14754	OR4P1P	pseudogene
HGNC:15180	OR4P4	gene with protein product
HGNC:15376	OR4Q1P	pseudogene
HGNC:15359	OR4Q2	gene with protein product
HGNC:15426	OR4Q3	gene with protein product
HGNC:14798	OR4R1P	pseudogene
HGNC:15181	OR4R2P	pseudogene
HGNC:15182	OR4R3P	pseudogene
HGNC:14705	OR4S1	gene with protein product
HGNC:15183	OR4S2	gene with protein product
HGNC:15360	OR4T1P	pseudogene
HGNC:15361	OR4U1P	pseudogene
HGNC:14736	OR4V1P	pseudogene
HGNC:15405	OR4W1P	pseudogene
HGNC:14854	OR4X1	gene with protein product
HGNC:15184	OR4X2	gene with protein product
HGNC:31277	OR4X7P	pseudogene
HGNC:8319	OR5A1	gene with protein product
HGNC:15249	OR5A2	gene with protein product
HGNC:15047	OR5AC1	gene with protein product
HGNC:15431	OR5AC2	gene with protein product
HGNC:31284	OR5AC4P	pseudogene
HGNC:14714	OR5AH1P	pseudogene
HGNC:15250	OR5AK1P	pseudogene
HGNC:15251	OR5AK2	gene with protein product
HGNC:15252	OR5AK3P	pseudogene
HGNC:15253	OR5AK4P	pseudogene
HGNC:14844	OR5AL1	gene with protein product
HGNC:14850	OR5AL2P	pseudogene
HGNC:15254	OR5AM1P	pseudogene
HGNC:15255	OR5AN1	gene with protein product
HGNC:15256	OR5AN2P	pseudogene
HGNC:31285	OR5AO1P	pseudogene
HGNC:15257	OR5AP1P	pseudogene
HGNC:15258	OR5AP2	gene with protein product
HGNC:15259	OR5AQ1P	pseudogene
HGNC:15260	OR5AR1	gene with protein product
HGNC:15261	OR5AS1	gene with protein product
HGNC:15362	OR5AU1	gene with protein product
HGNC:15406	OR5AW1P	pseudogene
HGNC:15262	OR5AZ1P	pseudogene
HGNC:8322	OR5B1P	pseudogene
HGNC:8323	OR5B2	gene with protein product
HGNC:8324	OR5B3	gene with protein product
HGNC:8320	OR5B10P	pseudogene
HGNC:15432	OR5B12	gene with protein product
HGNC:15265	OR5B15P	pseudogene
HGNC:15267	OR5B17	gene with protein product
HGNC:15269	OR5B19P	pseudogene
HGNC:19616	OR5B21	gene with protein product
HGNC:15270	OR5BA1P	pseudogene
HGNC:15271	OR5BB1P	pseudogene
HGNC:15272	OR5BC1P	pseudogene
HGNC:14843	OR5BD1P	pseudogene
HGNC:15273	OR5BE1P	pseudogene
HGNC:15407	OR5BH1P	pseudogene
HGNC:15434	OR5BJ1P	pseudogene
HGNC:14817	OR5BK1P	pseudogene
HGNC:15275	OR5BL1P	pseudogene
HGNC:14835	OR5BM1P	pseudogene
HGNC:15276	OR5BN1P	pseudogene
HGNC:29194	OR5BN2P	pseudogene
HGNC:15277	OR5BP1P	pseudogene
HGNC:15278	OR5BQ1P	pseudogene
HGNC:15279	OR5BR1P	pseudogene
HGNC:19627	OR5BS1P	pseudogene
HGNC:19629	OR5BT1P	pseudogene
HGNC:8331	OR5C1	gene with protein product
HGNC:8335	OR5D2P	pseudogene
HGNC:8336	OR5D3P	pseudogene
HGNC:15280	OR5D13	gene with protein product
HGNC:15281	OR5D14	gene with protein product
HGNC:15282	OR5D15P	pseudogene
HGNC:15283	OR5D16	gene with protein product
HGNC:15284	OR5D17P	pseudogene
HGNC:15285	OR5D18	gene with protein product
HGNC:8342	OR5E1P	pseudogene
HGNC:8343	OR5F1	gene with protein product
HGNC:15286	OR5F2P	pseudogene
HGNC:8344	OR5G1P	pseudogene
HGNC:15287	OR5G3	gene with protein product
HGNC:15288	OR5G4P	pseudogene
HGNC:15289	OR5G5P	pseudogene
HGNC:8346	OR5H1	gene with protein product
HGNC:14752	OR5H2	gene with protein product
HGNC:14753	OR5H3P	pseudogene
HGNC:14763	OR5H4P	pseudogene
HGNC:14765	OR5H5P	pseudogene
HGNC:14767	OR5H6	gene with protein product
HGNC:14771	OR5H7P	pseudogene
HGNC:14773	OR5H8	gene with protein product
HGNC:31286	OR5H14	gene with protein product
HGNC:31287	OR5H15	gene with protein product
HGNC:8347	OR5I1	gene with protein product
HGNC:8348	OR5J1P	pseudogene
HGNC:19612	OR5J2	gene with protein product
HGNC:31289	OR5J7P	pseudogene
HGNC:8349	OR5K1	gene with protein product
HGNC:14774	OR5K2	gene with protein product
HGNC:31290	OR5K3	gene with protein product
HGNC:31291	OR5K4	gene with protein product
HGNC:8350	OR5L1	gene with protein product
HGNC:8351	OR5L2	gene with protein product
HGNC:8352	OR5M1	gene with protein product
HGNC:14803	OR5M2P	pseudogene
HGNC:14806	OR5M3	gene with protein product
HGNC:14808	OR5M4P	pseudogene
HGNC:14810	OR5M5P	pseudogene
HGNC:14814	OR5M6P	pseudogene
HGNC:14818	OR5M7P	pseudogene
HGNC:14846	OR5M8	gene with protein product
HGNC:15294	OR5M9	gene with protein product
HGNC:15290	OR5M10	gene with protein product
HGNC:15291	OR5M11	gene with protein product
HGNC:15292	OR5M12P	pseudogene
HGNC:15293	OR5M13P	pseudogene
HGNC:15057	OR5M14P	pseudogene
HGNC:14779	OR5P1P	pseudogene
HGNC:14783	OR5P2	gene with protein product
HGNC:14784	OR5P3	gene with protein product
HGNC:15295	OR5P4P	pseudogene
HGNC:15040	OR5S1P	pseudogene
HGNC:14821	OR5T1	gene with protein product
HGNC:15296	OR5T2	gene with protein product
HGNC:15297	OR5T3	gene with protein product
HGNC:13972	OR5V1	gene with protein product
HGNC:15298	OR5W1P	pseudogene
HGNC:15299	OR5W2	gene with protein product
HGNC:15301	OR6A2	gene with protein product
HGNC:8354	OR6B1	gene with protein product
HGNC:15041	OR6B2	gene with protein product
HGNC:15042	OR6B3	gene with protein product
HGNC:8355	OR6C1	gene with protein product
HGNC:15436	OR6C2	gene with protein product
HGNC:15437	OR6C3	gene with protein product
HGNC:19632	OR6C4	gene with protein product
HGNC:31292	OR6C5P	pseudogene
HGNC:31293	OR6C6	gene with protein product
HGNC:31306	OR6C7P	pseudogene
HGNC:31294	OR6C64P	pseudogene
HGNC:31295	OR6C65	gene with protein product
HGNC:31296	OR6C66P	pseudogene
HGNC:31297	OR6C68	gene with protein product
HGNC:31298	OR6C69P	pseudogene
HGNC:31299	OR6C70	gene with protein product
HGNC:31300	OR6C71P	pseudogene
HGNC:31301	OR6C72P	pseudogene
HGNC:31302	OR6C73P	pseudogene
HGNC:31303	OR6C74	gene with protein product
HGNC:31304	OR6C75	gene with protein product
HGNC:31305	OR6C76	gene with protein product
HGNC:14849	OR6D1P	pseudogene
HGNC:14739	OR6E1P	pseudogene
HGNC:15027	OR6F1	gene with protein product
HGNC:14707	OR6J1	gene with protein product
HGNC:15028	OR6K1P	pseudogene
HGNC:15029	OR6K2	gene with protein product
HGNC:15030	OR6K3	gene with protein product
HGNC:15031	OR6K4P	pseudogene
HGNC:15032	OR6K5P	pseudogene
HGNC:15033	OR6K6	gene with protein product
HGNC:15124	OR6L1P	pseudogene
HGNC:15125	OR6L2P	pseudogene
HGNC:14711	OR6M1	gene with protein product
HGNC:14713	OR6M2P	pseudogene
HGNC:14741	OR6M3P	pseudogene
HGNC:15034	OR6N1	gene with protein product
HGNC:15035	OR6N2	gene with protein product
HGNC:15036	OR6P1	gene with protein product
HGNC:15302	OR6Q1	gene with protein product
HGNC:15037	OR6R1P	pseudogene
HGNC:31307	OR6R2P	pseudogene
HGNC:15363	OR6S1	gene with protein product
HGNC:14848	OR6T1	gene with protein product
HGNC:19631	OR6U2P	pseudogene
HGNC:15090	OR6V1	gene with protein product
HGNC:15091	OR6W1P	pseudogene
HGNC:14737	OR6X1	gene with protein product
HGNC:14823	OR6Y1	gene with protein product
HGNC:8364	OR7A1P	pseudogene
HGNC:8370	OR7A2P	pseudogene
HGNC:8366	OR7A3P	pseudogene
HGNC:8368	OR7A5	gene with protein product
HGNC:8371	OR7A8P	pseudogene
HGNC:8356	OR7A10	gene with protein product
HGNC:8357	OR7A11P	pseudogene
HGNC:8361	OR7A15P	pseudogene
HGNC:8363	OR7A17	gene with protein product
HGNC:15399	OR7A18P	pseudogene
HGNC:15337	OR7A19P	pseudogene
HGNC:8373	OR7C1	gene with protein product
HGNC:8374	OR7C2	gene with protein product
HGNC:8377	OR7D1P	pseudogene
HGNC:8378	OR7D2	gene with protein product
HGNC:8380	OR7D4	gene with protein product
HGNC:31308	OR7D11P	pseudogene
HGNC:8391	OR7E1P	pseudogene
HGNC:8402	OR7E2P	pseudogene
HGNC:8424	OR7E4P	pseudogene
HGNC:8435	OR7E5P	pseudogene
HGNC:8457	OR7E7P	pseudogene
HGNC:8458	OR7E8P	pseudogene
HGNC:8381	OR7E10P	pseudogene
HGNC:8382	OR7E11P	pseudogene
HGNC:8383	OR7E12P	pseudogene
HGNC:8384	OR7E13P	pseudogene
HGNC:8385	OR7E14P	pseudogene
HGNC:8386	OR7E15P	pseudogene
HGNC:8387	OR7E16P	pseudogene
HGNC:8389	OR7E18P	pseudogene
HGNC:8390	OR7E19P	pseudogene
HGNC:8393	OR7E21P	pseudogene
HGNC:8394	OR7E22P	pseudogene
HGNC:8395	OR7E23P	pseudogene
HGNC:8396	OR7E24	gene with protein product
HGNC:8397	OR7E25P	pseudogene
HGNC:8398	OR7E26P	pseudogene
HGNC:8400	OR7E28P	pseudogene
HGNC:8401	OR7E29P	pseudogene
HGNC:8404	OR7E31P	pseudogene
HGNC:8406	OR7E33P	pseudogene
HGNC:8408	OR7E35P	pseudogene
HGNC:8409	OR7E36P	pseudogene
HGNC:8410	OR7E37P	pseudogene
HGNC:8411	OR7E38P	pseudogene
HGNC:8412	OR7E39P	pseudogene
HGNC:8415	OR7E41P	pseudogene
HGNC:8417	OR7E43P	pseudogene
HGNC:8420	OR7E46P	pseudogene
HGNC:8421	OR7E47P	pseudogene
HGNC:8428	OR7E53P	pseudogene
HGNC:8430	OR7E55P	pseudogene
HGNC:8434	OR7E59P	pseudogene
HGNC:8438	OR7E62P	pseudogene
HGNC:8442	OR7E66P	pseudogene
HGNC:14688	OR7E83P	pseudogene
HGNC:14690	OR7E84P	pseudogene
HGNC:55114	OR7E85BP	pseudogene
HGNC:14692	OR7E85P	pseudogene
HGNC:14694	OR7E86P	pseudogene
HGNC:14709	OR7E87P	pseudogene
HGNC:14730	OR7E89P	pseudogene
HGNC:14733	OR7E90P	pseudogene
HGNC:14747	OR7E91P	pseudogene
HGNC:14780	OR7E93P	pseudogene
HGNC:14789	OR7E94P	pseudogene
HGNC:14815	OR7E96P	pseudogene
HGNC:14834	OR7E97P	pseudogene
HGNC:15059	OR7E99P	pseudogene
HGNC:15048	OR7E100P	pseudogene
HGNC:15342	OR7E101P	pseudogene
HGNC:15043	OR7E102P	pseudogene
HGNC:19587	OR7E103P	pseudogene
HGNC:15343	OR7E104P	pseudogene
HGNC:15364	OR7E105P	pseudogene
HGNC:15365	OR7E106P	pseudogene
HGNC:15117	OR7E108P	pseudogene
HGNC:15118	OR7E109P	pseudogene
HGNC:15126	OR7E110P	pseudogene
HGNC:55115	OR7E111FP	pseudogene
HGNC:15344	OR7E111P	pseudogene
HGNC:15127	OR7E115P	pseudogene
HGNC:15122	OR7E116P	pseudogene
HGNC:15303	OR7E117P	pseudogene
HGNC:15049	OR7E121P	pseudogene
HGNC:15050	OR7E122P	pseudogene
HGNC:15098	OR7E125P	pseudogene
HGNC:15304	OR7E126P	pseudogene
HGNC:15305	OR7E128P	pseudogene
HGNC:15052	OR7E129P	pseudogene
HGNC:15053	OR7E130P	pseudogene
HGNC:19557	OR7E136P	pseudogene
HGNC:19561	OR7E140P	pseudogene
HGNC:19618	OR7E145P	pseudogene
HGNC:19642	OR7E148P	pseudogene
HGNC:19589	OR7E149P	pseudogene
HGNC:31309	OR7E154P	pseudogene
HGNC:31310	OR7E155P	pseudogene
HGNC:31311	OR7E156P	pseudogene
HGNC:31231	OR7E157P	pseudogene
HGNC:31232	OR7E158P	pseudogene
HGNC:31312	OR7E159P	pseudogene
HGNC:31233	OR7E160P	pseudogene
HGNC:31234	OR7E161P	pseudogene
HGNC:28374	OR7E162P	pseudogene
HGNC:45040	OR7E163P	pseudogene
HGNC:8465	OR7G1	gene with protein product
HGNC:8466	OR7G2	gene with protein product
HGNC:8467	OR7G3	gene with protein product
HGNC:31313	OR7G15P	pseudogene
HGNC:8468	OR7H1P	pseudogene
HGNC:31314	OR7H2P	pseudogene
HGNC:15366	OR7K1P	pseudogene
HGNC:14827	OR7L1P	pseudogene
HGNC:15128	OR7M1P	pseudogene
HGNC:8469	OR8A1	gene with protein product
HGNC:15306	OR8A2P	pseudogene
HGNC:31315	OR8A3P	pseudogene
HGNC:8470	OR8B1P	pseudogene
HGNC:8471	OR8B2	gene with protein product
HGNC:8472	OR8B3	gene with protein product
HGNC:8473	OR8B4	gene with protein product
HGNC:8474	OR8B5P	pseudogene
HGNC:8475	OR8B6P	pseudogene
HGNC:8476	OR8B7P	pseudogene
HGNC:8477	OR8B8	gene with protein product
HGNC:14746	OR8B9P	pseudogene
HGNC:14751	OR8B10P	pseudogene
HGNC:15307	OR8B12	gene with protein product
HGNC:8478	OR8C1P	pseudogene
HGNC:8481	OR8D1	gene with protein product
HGNC:8482	OR8D2	gene with protein product
HGNC:14840	OR8D4	gene with protein product
HGNC:14691	OR8F1P	pseudogene
HGNC:8484	OR8G1	gene with protein product
HGNC:8485	OR8G2P	pseudogene
HGNC:14698	OR8G3P	pseudogene
HGNC:19622	OR8G5	gene with protein product
HGNC:19625	OR8G7P	pseudogene
HGNC:14824	OR8H1	gene with protein product
HGNC:15308	OR8H2	gene with protein product
HGNC:15309	OR8H3	gene with protein product
HGNC:14828	OR8I1P	pseudogene
HGNC:15310	OR8I2	gene with protein product
HGNC:31316	OR8I4P	pseudogene
HGNC:14855	OR8J1	gene with protein product
HGNC:15311	OR8J2	gene with protein product
HGNC:15312	OR8J3	gene with protein product
HGNC:14831	OR8K1	gene with protein product
