hgnc_id	symbol	locus_group	locus_type	entrez_id
HGNC:31860	FAM53A	protein-coding gene	gene with protein product	152877
HGNC:28968	FAM53B	protein-coding gene	gene with protein product	9679
HGNC:49499	FAM53B-AS1	non-coding RNA	RNA, long non-coding	101927944
HGNC:1336	FAM53C	protein-coding gene	gene with protein product	51307
HGNC:30444	FAM66A	non-coding RNA	RNA, long non-coding	100133172
HGNC:28890	FAM66B	non-coding RNA	RNA, long non-coding	100128890
HGNC:21644	FAM66C	non-coding RNA	RNA, long non-coding	440078
HGNC:24159	FAM66D	non-coding RNA	RNA, long non-coding	100132923
HGNC:18735	FAM66E	non-coding RNA	RNA, long non-coding	100132103
HGNC:26541	FAM71A	protein-coding gene	gene with protein product	149647
HGNC:28397	FAM71B	protein-coding gene	gene with protein product	153745
HGNC:49805	FAM71BP1	pseudogene	pseudogene	100421478
HGNC:28594	FAM71C	protein-coding gene	gene with protein product	196472
HGNC:20101	FAM71D	protein-coding gene	gene with protein product	161142
HGNC:25107	FAM71E1	protein-coding gene	gene with protein product	112703
HGNC:25278	FAM71E2	protein-coding gene	gene with protein product	284418
HGNC:30704	FAM71F1	protein-coding gene	gene with protein product	84691
HGNC:27998	FAM71F2	protein-coding gene	gene with protein product	346653
HGNC:24044	FAM72A	protein-coding gene	gene with protein product	729533
HGNC:24805	FAM72B	protein-coding gene	gene with protein product	653820
HGNC:30602	FAM72C	protein-coding gene	gene with protein product	554282
HGNC:33593	FAM72D	protein-coding gene	gene with protein product	728833
HGNC:32029	FAM74A1	non-coding RNA	RNA, long non-coding	401507
HGNC:32031	FAM74A3	non-coding RNA	RNA, long non-coding	728495
HGNC:32032	FAM74A4	non-coding RNA	RNA, long non-coding	401508
HGNC:34036	FAM74A6	non-coding RNA	RNA, long non-coding	653123
HGNC:34037	FAM74A7	non-coding RNA	RNA, long non-coding	100996582
HGNC:28530	FAM76A	protein-coding gene	gene with protein product	199870
HGNC:28492	FAM76B	protein-coding gene	gene with protein product	143684
HGNC:25465	FAM78A	protein-coding gene	gene with protein product	286336
HGNC:13495	FAM78B	protein-coding gene	gene with protein product	149297
HGNC:40639	FAM78B-AS1	non-coding RNA	RNA, long non-coding	105371586
HGNC:28379	FAM81A	protein-coding gene	gene with protein product	145773
HGNC:26335	FAM81B	protein-coding gene	gene with protein product	153643
HGNC:28210	FAM83A	protein-coding gene	gene with protein product	84985
HGNC:48658	FAM83A-AS1	non-coding RNA	RNA, long non-coding	100131726
HGNC:21357	FAM83B	protein-coding gene	gene with protein product	222584
HGNC:16121	FAM83C	protein-coding gene	gene with protein product	128876
HGNC:16113	FAM83C-AS1	non-coding RNA	RNA, long non-coding	140846
HGNC:16122	FAM83D	protein-coding gene	gene with protein product	81610
HGNC:25972	FAM83E	protein-coding gene	gene with protein product	54854
HGNC:25148	FAM83F	protein-coding gene	gene with protein product	113828
HGNC:32554	FAM83G	protein-coding gene	gene with protein product	644815
HGNC:24797	FAM83H	protein-coding gene	gene with protein product	286077
HGNC:48720	FAM83H-AS1	non-coding RNA	RNA, long non-coding	100128338
HGNC:17606	FAM85A	non-coding RNA	RNA, long non-coding	619423
HGNC:32160	FAM85B	non-coding RNA	RNA, long non-coding	105379219
HGNC:28268	FAM86B1	protein-coding gene	gene with protein product	85002
HGNC:32222	FAM86B2	protein-coding gene	gene with protein product	653333
HGNC:44371	FAM86B3P	pseudogene	pseudogene	286042
HGNC:25561	FAM86C1P	pseudogene	pseudogene	55199
HGNC:42392	FAM86C2P	pseudogene	pseudogene	645332
HGNC:32659	FAM86DP	pseudogene	pseudogene	692099
HGNC:28017	FAM86EP	pseudogene	pseudogene	348926
HGNC:42357	FAM86FP	pseudogene	pseudogene	653113
HGNC:42358	FAM86GP	pseudogene	pseudogene	387745
HGNC:42359	FAM86HP	pseudogene	pseudogene	729375
HGNC:44097	FAM86JP	pseudogene	pseudogene	100125556
HGNC:44098	FAM86KP	pseudogene	pseudogene	100287013
HGNC:44099	FAM86LP	pseudogene	pseudogene	641924
HGNC:44100	FAM86MP	pseudogene	pseudogene	644517
HGNC:27233	FAM87A	non-coding RNA	RNA, long non-coding	157693
HGNC:32236	FAM87B	non-coding RNA	RNA, long non-coding	400728
HGNC:25057	FAM89A	protein-coding gene	gene with protein product	375061
HGNC:16708	FAM89B	protein-coding gene	gene with protein product	23625
HGNC:25526	FAM90A1	protein-coding gene	gene with protein product	55138
HGNC:32250	FAM90A2P	pseudogene	pseudogene	729689
HGNC:32251	FAM90A3P	pseudogene	pseudogene	389611
HGNC:32252	FAM90A4P	pseudogene	pseudogene	441313
HGNC:32253	FAM90A5P	pseudogene	pseudogene	441315
HGNC:32254	FAM90A6P	pseudogene	pseudogene	389618
HGNC:32255	FAM90A7P	pseudogene	pseudogene	441317
HGNC:32256	FAM90A8P	pseudogene	pseudogene	441324
HGNC:32257	FAM90A9P	pseudogene	pseudogene	441327
HGNC:32258	FAM90A10P	pseudogene	pseudogene	441328
HGNC:32259	FAM90A11P	pseudogene	pseudogene	441331
HGNC:32260	FAM90A12P	pseudogene	pseudogene	645879
HGNC:32261	FAM90A13P	pseudogene	pseudogene	441314
HGNC:32262	FAM90A14P	pseudogene	pseudogene	645651
HGNC:32263	FAM90A15P	pseudogene	pseudogene	389630
HGNC:32264	FAM90A16P	pseudogene	pseudogene	441323
HGNC:32265	FAM90A17P	pseudogene	pseudogene	728746
HGNC:32266	FAM90A18P	pseudogene	pseudogene	441326
HGNC:32267	FAM90A19P	pseudogene	pseudogene	728753
HGNC:32268	FAM90A20P	pseudogene	pseudogene	728430
HGNC:32269	FAM90A21P	pseudogene	pseudogene	619418
HGNC:32270	FAM90A22P	pseudogene	pseudogene	645558
HGNC:32271	FAM90A23P	pseudogene	pseudogene	645572
HGNC:32272	FAM90A24P	pseudogene	pseudogene	441332
HGNC:32246	FAM90A25P	pseudogene	pseudogene	389633
HGNC:43746	FAM90A26	protein-coding gene	gene with protein product	100287045
HGNC:43617	FAM90A27P	pseudogene	pseudogene	646508
HGNC:43747	FAM90A28P	pseudogene	pseudogene	100128254
HGNC:26306	FAM91A1	protein-coding gene	gene with protein product	157769
HGNC:51523	FAM91A2P	pseudogene	pseudogene	101929801
HGNC:32273	FAM91A3P	pseudogene	pseudogene	729182
HGNC:51524	FAM91A4P	pseudogene	pseudogene	100132306
HGNC:28069	FAM95A	non-coding RNA	RNA, long non-coding	90499
HGNC:32318	FAM95B1	non-coding RNA	RNA, long non-coding	100133036
HGNC:45272	FAM95C	non-coding RNA	RNA, long non-coding	100289137
HGNC:43861	FAM96AP1	pseudogene	pseudogene	106480777
HGNC:43862	FAM96AP2	pseudogene	pseudogene	391174
HGNC:24520	FAM98A	protein-coding gene	gene with protein product	25940
HGNC:26773	FAM98B	protein-coding gene	gene with protein product	283742
HGNC:27119	FAM98C	protein-coding gene	gene with protein product	147965
HGNC:32368	FAM99A	non-coding RNA	RNA, long non-coding	387742
HGNC:32369	FAM99B	non-coding RNA	RNA, long non-coding	100132464
HGNC:31419	FAM102A	protein-coding gene	gene with protein product	399665
HGNC:27637	FAM102B	protein-coding gene	gene with protein product	284611
HGNC:25918	FAM104A	protein-coding gene	gene with protein product	84923
HGNC:25085	FAM104B	protein-coding gene	gene with protein product	90736
HGNC:25682	FAM106A	other	unknown	80039
HGNC:32450	FAM106B	other	unknown	100996259
HGNC:38396	FAM106C	other	unknown	100129396
HGNC:38397	FAM106DP	pseudogene	pseudogene	100874406
HGNC:30827	FAM107A	protein-coding gene	gene with protein product	11170
HGNC:23726	FAM107B	protein-coding gene	gene with protein product	83641
HGNC:16188	FAM110A	protein-coding gene	gene with protein product	83541
HGNC:28587	FAM110B	protein-coding gene	gene with protein product	90362
HGNC:33340	FAM110C	protein-coding gene	gene with protein product	642273
HGNC:25860	FAM110D	protein-coding gene	gene with protein product	79927
HGNC:24725	FAM111A	protein-coding gene	gene with protein product	63901
HGNC:53752	FAM111A-DT	non-coding RNA	RNA, long non-coding	101927204
HGNC:24200	FAM111B	protein-coding gene	gene with protein product	374393
HGNC:25087	FAM114A1	protein-coding gene	gene with protein product	92689
HGNC:1333	FAM114A2	protein-coding gene	gene with protein product	10827
HGNC:24179	FAM117A	protein-coding gene	gene with protein product	81558
HGNC:14440	FAM117B	protein-coding gene	gene with protein product	150864
HGNC:1313	FAM118A	protein-coding gene	gene with protein product	55007
HGNC:26110	FAM118B	protein-coding gene	gene with protein product	79607
HGNC:13247	FAM120A	protein-coding gene	gene with protein product	23196
HGNC:23389	FAM120AOS	protein-coding gene	gene with protein product	158293
HGNC:21109	FAM120B	protein-coding gene	gene with protein product	84498
HGNC:16949	FAM120C	protein-coding gene	gene with protein product	54954
HGNC:26413	FAM124A	protein-coding gene	gene with protein product	220108
HGNC:26224	FAM124B	protein-coding gene	gene with protein product	79843
HGNC:24587	FAM126A	protein-coding gene	gene with protein product	84668
HGNC:28593	FAM126B	protein-coding gene	gene with protein product	285172
HGNC:28308	FAM131A	protein-coding gene	gene with protein product	131408
HGNC:22202	FAM131B	protein-coding gene	gene with protein product	9715
HGNC:55208	FAM131B-AS1	non-coding RNA	RNA, long non-coding	101928397
HGNC:26717	FAM131C	protein-coding gene	gene with protein product	348487
HGNC:26748	FAM133A	protein-coding gene	gene with protein product	286499
HGNC:28629	FAM133B	protein-coding gene	gene with protein product	257415
HGNC:44190	FAM133CP	pseudogene	pseudogene	728640
HGNC:44192	FAM133DP	pseudogene	pseudogene	728066
HGNC:54729	FAM133EP	pseudogene	pseudogene	100505694
HGNC:54730	FAM133FP	pseudogene	pseudogene	100421606
HGNC:54731	FAM133GP	pseudogene	pseudogene	100421617
HGNC:21084	FAM135A	protein-coding gene	gene with protein product	57579
HGNC:40955	FAM135A-AS1	non-coding RNA	RNA, long non-coding	105377849
HGNC:28029	FAM135B	protein-coding gene	gene with protein product	51059
HGNC:25911	FAM136A	protein-coding gene	gene with protein product	84908
HGNC:21110	FAM136BP	pseudogene	pseudogene	387071
HGNC:32334	FAM138A	non-coding RNA	RNA, long non-coding	645520
HGNC:33582	FAM138B	non-coding RNA	RNA, long non-coding	654412
HGNC:32333	FAM138C	non-coding RNA	RNA, long non-coding	654835
HGNC:33583	FAM138D	non-coding RNA	RNA, long non-coding	677784
HGNC:32335	FAM138E	non-coding RNA	RNA, long non-coding	100124412
HGNC:33581	FAM138F	non-coding RNA	RNA, long non-coding	641702
HGNC:24527	FAM149A	protein-coding gene	gene with protein product	25854
HGNC:29162	FAM149B1	protein-coding gene	gene with protein product	317662
HGNC:31735	FAM149B1P1	pseudogene	pseudogene	388181
HGNC:25032	FAM151A	protein-coding gene	gene with protein product	338094
HGNC:33716	FAM151B	protein-coding gene	gene with protein product	167555
HGNC:29940	FAM153A	protein-coding gene	gene with protein product	285596
HGNC:27323	FAM153B	protein-coding gene	gene with protein product	202134
HGNC:33936	FAM153CP	pseudogene	pseudogene	653316
HGNC:55022	FAM153DP	pseudogene	pseudogene	102724062
HGNC:33877	FAM155A	protein-coding gene	gene with protein product	728215
HGNC:41503	FAM155A-IT1	non-coding RNA	RNA, long non-coding	100874375
HGNC:30701	FAM155B	protein-coding gene	gene with protein product	27112
HGNC:30114	FAM156A	protein-coding gene	gene with protein product	29057
HGNC:31962	FAM156B	protein-coding gene	gene with protein product	727866
HGNC:34079	FAM157A	non-coding RNA	RNA, long non-coding	728262
HGNC:34080	FAM157B	non-coding RNA	RNA, long non-coding	100132403
HGNC:34081	FAM157C	non-coding RNA	RNA, long non-coding	100996541
HGNC:34237	FAM160A1	protein-coding gene	gene with protein product	729830
HGNC:53123	FAM160A1-DT	non-coding RNA	RNA, long non-coding	105377486
HGNC:25378	FAM160A2	protein-coding gene	gene with protein product	84067
HGNC:29320	FAM160B1	protein-coding gene	gene with protein product	57700
HGNC:16492	FAM160B2	protein-coding gene	gene with protein product	64760
HGNC:25808	FAM161A	protein-coding gene	gene with protein product	84140
HGNC:19854	FAM161B	protein-coding gene	gene with protein product	145483
HGNC:17865	FAM162A	protein-coding gene	gene with protein product	26355
HGNC:21549	FAM162B	protein-coding gene	gene with protein product	221303
HGNC:28274	FAM163A	protein-coding gene	gene with protein product	148753
HGNC:33277	FAM163B	protein-coding gene	gene with protein product	642968
HGNC:33818	FAM166A	protein-coding gene	gene with protein product	401565
HGNC:34242	FAM166B	protein-coding gene	gene with protein product	730112
HGNC:27938	FAM166C	protein-coding gene	gene with protein product	339778
HGNC:15549	FAM167A	protein-coding gene	gene with protein product	83648
HGNC:15548	FAM167A-AS1	non-coding RNA	RNA, long non-coding	83656
HGNC:28133	FAM167B	protein-coding gene	gene with protein product	84734
HGNC:28999	FAM168A	protein-coding gene	gene with protein product	23201
HGNC:27016	FAM168B	protein-coding gene	gene with protein product	130074
HGNC:29138	FAM169A	protein-coding gene	gene with protein product	26049
HGNC:26835	FAM169B	protein-coding gene	gene with protein product	283777
HGNC:27963	FAM170A	protein-coding gene	gene with protein product	340069
HGNC:19736	FAM170B	protein-coding gene	gene with protein product	170370
HGNC:45006	FAM170B-AS1	non-coding RNA	RNA, long non-coding	100506733
HGNC:23522	FAM171A1	protein-coding gene	gene with protein product	221061
HGNC:30480	FAM171A2	protein-coding gene	gene with protein product	284069
HGNC:29412	FAM171B	protein-coding gene	gene with protein product	165215
HGNC:25365	FAM172A	protein-coding gene	gene with protein product	83989
HGNC:34336	FAM172BP	pseudogene	pseudogene	131909
HGNC:24943	FAM174A	protein-coding gene	gene with protein product	345757
HGNC:34339	FAM174B	protein-coding gene	gene with protein product	400451
HGNC:26073	FAM174C	protein-coding gene	gene with protein product	55009
HGNC:19829	FAM177A1	protein-coding gene	gene with protein product	283635
HGNC:34441	FAM177A1P1	pseudogene	pseudogene	728710
HGNC:34395	FAM177B	protein-coding gene	gene with protein product	400823
HGNC:28036	FAM178B	protein-coding gene	gene with protein product	51252
HGNC:33773	FAM180A	protein-coding gene	gene with protein product	389558
HGNC:34451	FAM180B	protein-coding gene	gene with protein product	399888
HGNC:20491	FAM181A	protein-coding gene	gene with protein product	90050
HGNC:20133	FAM181A-AS1	non-coding RNA	RNA, long non-coding	283592
HGNC:28512	FAM181B	protein-coding gene	gene with protein product	220382
HGNC:16222	FAM182A	non-coding RNA	RNA, long non-coding	284800
HGNC:34503	FAM182B	non-coding RNA	RNA, long non-coding	728882
HGNC:34347	FAM183A	protein-coding gene	gene with protein product	440585
HGNC:34511	FAM183BP	pseudogene	pseudogene	340286
HGNC:51331	FAM183DP	pseudogene	pseudogene	101060105
HGNC:51332	FAM183EP	pseudogene	pseudogene	107403081
HGNC:20991	FAM184A	protein-coding gene	gene with protein product	79632
HGNC:29235	FAM184B	protein-coding gene	gene with protein product	27146
HGNC:22412	FAM185A	protein-coding gene	gene with protein product	222234
HGNC:21813	FAM185BP	pseudogene	pseudogene	641808
HGNC:26980	FAM186A	protein-coding gene	gene with protein product	121006
HGNC:25296	FAM186B	protein-coding gene	gene with protein product	84070
HGNC:35153	FAM187A	protein-coding gene	gene with protein product	100528020
HGNC:26366	FAM187B	protein-coding gene	gene with protein product	148109
HGNC:49213	FAM187B2P	pseudogene	pseudogene	100421621
HGNC:29075	FAM189A1	protein-coding gene	gene with protein product	23359
HGNC:24820	FAM189A2	protein-coding gene	gene with protein product	9413
HGNC:1233	FAM189B	protein-coding gene	gene with protein product	10712
HGNC:37194	FAM192BP	pseudogene	pseudogene	152667
HGNC:16822	FAM193A	protein-coding gene	gene with protein product	8603
HGNC:25524	FAM193B	protein-coding gene	gene with protein product	54540
HGNC:55212	FAM193B-DT	non-coding RNA	RNA, long non-coding	105377750
HGNC:37464	FAM197Y1	pseudogene	pseudogene	100289265
HGNC:18848	FAM197Y2	non-coding RNA	RNA, long non-coding	252946
HGNC:37465	FAM197Y3	non-coding RNA	RNA, long non-coding	107987341
HGNC:37466	FAM197Y4	non-coding RNA	RNA, long non-coding	100289188
HGNC:37467	FAM197Y5	non-coding RNA	RNA, long non-coding	100289150
HGNC:37468	FAM197Y6	non-coding RNA	RNA, long non-coding	105379270
HGNC:37469	FAM197Y7	non-coding RNA	RNA, long non-coding	105379269
HGNC:37470	FAM197Y8	non-coding RNA	RNA, long non-coding	105379268
HGNC:37477	FAM197Y9	non-coding RNA	RNA, long non-coding	100132932
HGNC:37627	FAM197Y10	pseudogene	pseudogene	100288465
HGNC:53132	FAM198B-AS1	non-coding RNA	RNA, long non-coding	285505
HGNC:25195	FAM199X	protein-coding gene	gene with protein product	139231
HGNC:23951	FAM199YP	pseudogene	pseudogene	360029
HGNC:25401	FAM200A	protein-coding gene	gene with protein product	221786
HGNC:27740	FAM200B	protein-coding gene	gene with protein product	285550
HGNC:27239	FAM201A	non-coding RNA	RNA, long non-coding	158228
HGNC:27933	FAM201B	non-coding RNA	RNA, long non-coding	339742
HGNC:25794	FAM204A	protein-coding gene	gene with protein product	63877
HGNC:42011	FAM204BP	pseudogene	pseudogene	100420875
HGNC:42012	FAM204CP	pseudogene	pseudogene	100420916
HGNC:42013	FAM204DP	pseudogene	pseudogene	100420963
HGNC:41911	FAM205A	protein-coding gene	gene with protein product	259308
HGNC:24504	FAM205BP	pseudogene	pseudogene	389715
HGNC:42673	FAM205C	protein-coding gene	gene with protein product	100129969
HGNC:15811	FAM207A	protein-coding gene	gene with protein product	85395
HGNC:39715	FAM207BP	pseudogene	pseudogene	729535
HGNC:42676	FAM207CP	pseudogene	pseudogene	727987
HGNC:16100	FAM209A	protein-coding gene	gene with protein product	200232
HGNC:16101	FAM209B	protein-coding gene	gene with protein product	388799
HGNC:28346	FAM210A	protein-coding gene	gene with protein product	125228
HGNC:16102	FAM210B	protein-coding gene	gene with protein product	116151
HGNC:44938	FAM210CP	pseudogene	pseudogene	100131328
HGNC:25609	FAM214A	protein-coding gene	gene with protein product	56204
HGNC:25666	FAM214B	protein-coding gene	gene with protein product	80256
HGNC:54597	FAM214BP1	pseudogene	pseudogene	645180
HGNC:17505	FAM215A	non-coding RNA	RNA, long non-coding	23591
HGNC:43639	FAM215B	non-coding RNA	RNA, long non-coding	644297
HGNC:30180	FAM216A	protein-coding gene	gene with protein product	29902
HGNC:26883	FAM216B	protein-coding gene	gene with protein product	144809
HGNC:21362	FAM217A	protein-coding gene	gene with protein product	222826
HGNC:49613	FAM217AP1	pseudogene	pseudogene	100133062
HGNC:16170	FAM217B	protein-coding gene	gene with protein product	63939
HGNC:26466	FAM218A	non-coding RNA	RNA, long non-coding	152756
HGNC:43779	FAM218BP	pseudogene	pseudogene	101059914
HGNC:19920	FAM219A	protein-coding gene	gene with protein product	203259
HGNC:24695	FAM219B	protein-coding gene	gene with protein product	57184
HGNC:22422	FAM220A	protein-coding gene	gene with protein product	84792
HGNC:23678	FAM220BP	pseudogene	pseudogene	647044
HGNC:43640	FAM220CP	pseudogene	pseudogene	100507415
HGNC:27977	FAM221A	protein-coding gene	gene with protein product	340277
HGNC:30762	FAM221B	protein-coding gene	gene with protein product	392307
HGNC:25915	FAM222A	protein-coding gene	gene with protein product	84915
HGNC:28223	FAM222A-AS1	non-coding RNA	RNA, long non-coding	84983
HGNC:25563	FAM222B	protein-coding gene	gene with protein product	55731
HGNC:30612	FAM223A	non-coding RNA	RNA, long non-coding	100132967
HGNC:34048	FAM223B	non-coding RNA	RNA, long non-coding	286967
HGNC:37736	FAM224A	non-coding RNA	RNA, long non-coding	401630
HGNC:37737	FAM224B	non-coding RNA	RNA, long non-coding	401629
HGNC:27855	FAM225A	non-coding RNA	RNA, long non-coding	286333
HGNC:21865	FAM225B	non-coding RNA	RNA, long non-coding	100128385
HGNC:28544	FAM226A	non-coding RNA	RNA, long non-coding	203429
HGNC:31964	FAM226B	non-coding RNA	RNA, long non-coding	653687
HGNC:44197	FAM227A	protein-coding gene	gene with protein product	646851
HGNC:26543	FAM227B	protein-coding gene	gene with protein product	196951
HGNC:34418	FAM228A	protein-coding gene	gene with protein product	653140
HGNC:24736	FAM228B	protein-coding gene	gene with protein product	375190
HGNC:44652	FAM229A	protein-coding gene	gene with protein product	100128071
HGNC:33858	FAM229B	protein-coding gene	gene with protein product	619208
HGNC:45045	FAM230A	non-coding RNA	RNA, long non-coding	653203
HGNC:32943	FAM230B	non-coding RNA	RNA, long non-coding	642633
HGNC:24482	FAM230C	non-coding RNA	RNA, long non-coding	26080
HGNC:53910	FAM230D	non-coding RNA	RNA, long non-coding	100996415
HGNC:52450	FAM230E	non-coding RNA	RNA, long non-coding	642643
HGNC:52451	FAM230F	non-coding RNA	RNA, long non-coding	100996432
HGNC:52423	FAM230G	non-coding RNA	RNA, long non-coding	101927859
HGNC:53977	FAM230H	non-coding RNA	RNA, long non-coding	100996335
HGNC:52446	FAM230I	non-coding RNA	RNA, long non-coding	388882
HGNC:52448	FAM230J	non-coding RNA	RNA, long non-coding	729461
HGNC:14163	FAM234A	protein-coding gene	gene with protein product	83986
HGNC:29288	FAM234B	protein-coding gene	gene with protein product	57613
HGNC:44268	FAM236A	protein-coding gene	gene with protein product	100129407
HGNC:52640	FAM236B	protein-coding gene	gene with protein product	100132304
HGNC:52641	FAM236C	protein-coding gene	gene with protein product	109729126
HGNC:52642	FAM236D	protein-coding gene	gene with protein product	105373251
HGNC:52388	FAM237A	protein-coding gene	gene with protein product	200726
HGNC:53217	FAM237B	protein-coding gene	gene with protein product	107986818
HGNC:17776	FAM238A	non-coding RNA	RNA, long non-coding	645528
HGNC:44917	FAM238B	non-coding RNA	RNA, long non-coding	731789
HGNC:24672	FAM238C	non-coding RNA	RNA, long non-coding	387644
HGNC:53414	FAM239A	non-coding RNA	RNA, long non-coding	101930105
HGNC:53415	FAM239B	non-coding RNA	RNA, long non-coding	729162
HGNC:53416	FAM239C	non-coding RNA	RNA, long non-coding	107987330
HGNC:52390	FAM240A	protein-coding gene	gene with protein product	100132146
HGNC:53430	FAM240B	protein-coding gene	gene with protein product	110806297
HGNC:54200	FAM240C	protein-coding gene	gene with protein product	285095
HGNC:26813	FAM241A	protein-coding gene	gene with protein product	132720
HGNC:23519	FAM241B	protein-coding gene	gene with protein product	219738
HGNC:51597	FAM242A	non-coding RNA	RNA, long non-coding	105372587
HGNC:53872	FAM242B	non-coding RNA	RNA, long non-coding	105379478
HGNC:53873	FAM242C	non-coding RNA	RNA, long non-coding	112488744
HGNC:53874	FAM242D	non-coding RNA	RNA, long non-coding	112488742
HGNC:53875	FAM242E	non-coding RNA	RNA, long non-coding	105379438
HGNC:53876	FAM242F	non-coding RNA	RNA, long non-coding	105376064
HGNC:39602	FAM243A	protein-coding gene	gene with protein product	101928147
HGNC:53888	FAM243B	protein-coding gene	gene with protein product	102723451
HGNC:45163	FAM245A	non-coding RNA	RNA, long non-coding	728218
HGNC:54133	FAM245B	non-coding RNA	RNA, long non-coding	102724643
HGNC:54844	FAM246A	protein-coding gene	gene with protein product	117134598
HGNC:54843	FAM246B	protein-coding gene	gene with protein product	117134597
HGNC:54842	FAM246C	protein-coding gene	gene with protein product	117134596
HGNC:54926	FAM247A	non-coding RNA	RNA, long non-coding	105372935
HGNC:54927	FAM247B	non-coding RNA	RNA, long non-coding	117751732
HGNC:54928	FAM247C	non-coding RNA	RNA, long non-coding	105377182
HGNC:54929	FAM247D	non-coding RNA	RNA, long non-coding	105372942
HGNC:29170	FAN1	protein-coding gene	gene with protein product	22909
HGNC:3582	FANCA	protein-coding gene	gene with protein product	2175
HGNC:3583	FANCB	protein-coding gene	gene with protein product	2187
HGNC:3584	FANCC	protein-coding gene	gene with protein product	2176
HGNC:3585	FANCD2	protein-coding gene	gene with protein product	2177
HGNC:28623	FANCD2OS	protein-coding gene	gene with protein product	115795
HGNC:44487	FANCD2P1	pseudogene	pseudogene	100421239
HGNC:44488	FANCD2P2	pseudogene	pseudogene	101929530
HGNC:3586	FANCE	protein-coding gene	gene with protein product	2178
HGNC:3587	FANCF	protein-coding gene	gene with protein product	2188
HGNC:3588	FANCG	protein-coding gene	gene with protein product	2189
HGNC:25568	FANCI	protein-coding gene	gene with protein product	55215
HGNC:20748	FANCL	protein-coding gene	gene with protein product	55120
HGNC:23168	FANCM	protein-coding gene	gene with protein product	57697
HGNC:23527	FANK1	protein-coding gene	gene with protein product	92565
HGNC:43915	FANK1-AS1	non-coding RNA	RNA, long non-coding	101410540
HGNC:3590	FAP	protein-coding gene	gene with protein product	2191
HGNC:26222	FAR1	protein-coding gene	gene with protein product	84188
HGNC:41485	FAR1-IT1	non-coding RNA	RNA, long non-coding	106478978
HGNC:39675	FAR1P1	pseudogene	pseudogene	100128011
HGNC:25531	FAR2	protein-coding gene	gene with protein product	55711
HGNC:49284	FAR2P1	pseudogene	pseudogene	440905
HGNC:49279	FAR2P2	pseudogene	pseudogene	100216479
HGNC:49285	FAR2P3	pseudogene	pseudogene	100288897
HGNC:49286	FAR2P4	pseudogene	pseudogene	100420005
HGNC:3591	FARP1	protein-coding gene	gene with protein product	10160
HGNC:40229	FARP1-AS1	non-coding RNA	RNA, long non-coding	100874080
HGNC:16460	FARP2	protein-coding gene	gene with protein product	9855
HGNC:21062	FARS2	protein-coding gene	gene with protein product	10667
HGNC:3592	FARSA	protein-coding gene	gene with protein product	2193
HGNC:50479	FARSA-AS1	non-coding RNA	RNA, long non-coding	106144598
HGNC:17800	FARSB	protein-coding gene	gene with protein product	10056
HGNC:45115	FARSBP1	pseudogene	pseudogene	647532
HGNC:11920	FAS	protein-coding gene	gene with protein product	355
HGNC:37128	FAS-AS1	non-coding RNA	RNA, long non-coding	100302740
HGNC:11936	FASLG	protein-coding gene	gene with protein product	356
HGNC:3594	FASN	protein-coding gene	gene with protein product	2194
HGNC:24676	FASTK	protein-coding gene	gene with protein product	10922
HGNC:26150	FASTKD1	protein-coding gene	gene with protein product	79675
HGNC:29160	FASTKD2	protein-coding gene	gene with protein product	22868
HGNC:28758	FASTKD3	protein-coding gene	gene with protein product	79072
HGNC:25790	FASTKD5	protein-coding gene	gene with protein product	60493
HGNC:3595	FAT1	protein-coding gene	gene with protein product	2195
HGNC:16582	FAT1P1	pseudogene	pseudogene	170513
HGNC:3596	FAT2	protein-coding gene	gene with protein product	2196
HGNC:23112	FAT3	protein-coding gene	gene with protein product	120114
HGNC:23109	FAT4	protein-coding gene	gene with protein product	79633
HGNC:24683	FATE1	protein-coding gene	gene with protein product	89885
HGNC:3597	FAU	protein-coding gene	gene with protein product	2197
HGNC:17984	FAUP1	pseudogene	pseudogene	140623
HGNC:36535	FAUP2	pseudogene	pseudogene	100271125
HGNC:36970	FAUP3	pseudogene	pseudogene	100271126
HGNC:20742	FAXC	protein-coding gene	gene with protein product	84553
HGNC:1334	FAXDC2	protein-coding gene	gene with protein product	10826
HGNC:24674	FBF1	protein-coding gene	gene with protein product	85302
HGNC:13620	FBH1	protein-coding gene	gene with protein product	84893
HGNC:3599	FBL	protein-coding gene	gene with protein product	2091
HGNC:24686	FBLIM1	protein-coding gene	gene with protein product	54751
HGNC:55107	FBLIM1P1	pseudogene	pseudogene	392536
HGNC:55108	FBLIM1P2	pseudogene	pseudogene	401679
HGNC:35458	FBLL1	protein-coding gene	gene with protein product	345630
HGNC:3600	FBLN1	protein-coding gene	gene with protein product	2192
HGNC:3601	FBLN2	protein-coding gene	gene with protein product	2199
HGNC:3602	FBLN5	protein-coding gene	gene with protein product	10516
HGNC:26740	FBLN7	protein-coding gene	gene with protein product	129804
HGNC:3603	FBN1	protein-coding gene	gene with protein product	2200
HGNC:3604	FBN2	protein-coding gene	gene with protein product	2201
HGNC:18794	FBN3	protein-coding gene	gene with protein product	84467
HGNC:3606	FBP1	protein-coding gene	gene with protein product	2203
HGNC:3607	FBP2	protein-coding gene	gene with protein product	8789
HGNC:49924	FBP2P1	pseudogene	pseudogene	100420269
HGNC:20442	FBRS	protein-coding gene	gene with protein product	64319
