hgnc_id	symbol	locus_group	locus_type	entrez_id
HGNC:30268	RAB37	protein-coding gene	gene with protein product	326624
HGNC:9776	RAB38	protein-coding gene	gene with protein product	23682
HGNC:16521	RAB39A	protein-coding gene	gene with protein product	54734
HGNC:16499	RAB39B	protein-coding gene	gene with protein product	116442
HGNC:18283	RAB40A	protein-coding gene	gene with protein product	142684
HGNC:25410	RAB40AL	protein-coding gene	gene with protein product	282808
HGNC:18284	RAB40B	protein-coding gene	gene with protein product	10966
HGNC:18285	RAB40C	protein-coding gene	gene with protein product	57799
HGNC:18293	RAB41	protein-coding gene	gene with protein product	347517
HGNC:28702	RAB42	protein-coding gene	gene with protein product	115273
HGNC:19799	RAB42P1	pseudogene	pseudogene	646996
HGNC:19983	RAB43	protein-coding gene	gene with protein product	339122
HGNC:33153	RAB43P1	pseudogene	pseudogene	440375
HGNC:21068	RAB44	protein-coding gene	gene with protein product	401258
HGNC:9794	RABAC1	protein-coding gene	gene with protein product	10567
HGNC:17677	RABEP1	protein-coding gene	gene with protein product	9135
HGNC:24817	RABEP2	protein-coding gene	gene with protein product	79874
HGNC:16896	RABEPK	protein-coding gene	gene with protein product	10244
HGNC:39791	RABEPKP1	pseudogene	pseudogene	100421226
HGNC:17155	RABGAP1	protein-coding gene	gene with protein product	23637
HGNC:24663	RABGAP1L	protein-coding gene	gene with protein product	9910
HGNC:41057	RABGAP1L-AS1	non-coding RNA	RNA, long non-coding	101928696
HGNC:54296	RABGAP1L-DT	non-coding RNA	RNA, long non-coding	102724601
HGNC:41471	RABGAP1L-IT1	non-coding RNA	RNA, long non-coding	106480742
HGNC:17676	RABGEF1	protein-coding gene	gene with protein product	27342
HGNC:9795	RABGGTA	protein-coding gene	gene with protein product	5875
HGNC:9796	RABGGTB	protein-coding gene	gene with protein product	5876
HGNC:9797	RABIF	protein-coding gene	gene with protein product	5877
HGNC:9799	RABL2A	protein-coding gene	gene with protein product	11159
HGNC:9800	RABL2B	protein-coding gene	gene with protein product	11158
HGNC:18072	RABL3	protein-coding gene	gene with protein product	285282
HGNC:24703	RABL6	protein-coding gene	gene with protein product	55684
HGNC:9801	RAC1	protein-coding gene	gene with protein product	5879
HGNC:31001	RAC1P1	pseudogene	pseudogene	387612
HGNC:31414	RAC1P2	pseudogene	pseudogene	442775
HGNC:31833	RAC1P3	pseudogene	pseudogene	492295
HGNC:31113	RAC1P4	pseudogene	pseudogene	286472
HGNC:30593	RAC1P5	pseudogene	pseudogene	402183
HGNC:42006	RAC1P6	pseudogene	pseudogene	100422657
HGNC:42007	RAC1P7	pseudogene	pseudogene	100874390
HGNC:42005	RAC1P8	pseudogene	pseudogene	100874398
HGNC:50774	RAC1P9	pseudogene	pseudogene	100422658
HGNC:9802	RAC2	protein-coding gene	gene with protein product	5880
HGNC:9803	RAC3	protein-coding gene	gene with protein product	5881
HGNC:9804	RACGAP1	protein-coding gene	gene with protein product	29127
HGNC:24689	RACGAP1P1	pseudogene	pseudogene	83956
HGNC:4399	RACK1	protein-coding gene	gene with protein product	10399
HGNC:9806	RAD1	protein-coding gene	gene with protein product	5810
HGNC:49479	RAD1P1	pseudogene	pseudogene	100128880
HGNC:49480	RAD1P2	pseudogene	pseudogene	100129690
HGNC:9827	RAD9A	protein-coding gene	gene with protein product	5883
HGNC:21700	RAD9B	protein-coding gene	gene with protein product	144715
HGNC:9807	RAD17	protein-coding gene	gene with protein product	5884
HGNC:9808	RAD17P1	pseudogene	pseudogene	9207
HGNC:9809	RAD17P2	pseudogene	pseudogene	9206
HGNC:18278	RAD18	protein-coding gene	gene with protein product	56852
HGNC:9811	RAD21	protein-coding gene	gene with protein product	5885
HGNC:32158	RAD21-AS1	non-coding RNA	RNA, long non-coding	644660
HGNC:16271	RAD21L1	protein-coding gene	gene with protein product	642636
HGNC:55032	RAD21P1	pseudogene	pseudogene	392508
HGNC:9812	RAD23A	protein-coding gene	gene with protein product	5886
HGNC:9813	RAD23B	protein-coding gene	gene with protein product	5887
HGNC:44509	RAD23BP1	pseudogene	pseudogene	131185
HGNC:44510	RAD23BP2	pseudogene	pseudogene	100130572
HGNC:9814	RAD23BP3	pseudogene	pseudogene	54034
HGNC:9816	RAD50	protein-coding gene	gene with protein product	10111
HGNC:9817	RAD51	protein-coding gene	gene with protein product	5888
HGNC:48621	RAD51-AS1	non-coding RNA	RNA, long non-coding	100505648
HGNC:16956	RAD51AP1	protein-coding gene	gene with protein product	10635
HGNC:49646	RAD51AP1P1	pseudogene	pseudogene	100420047
HGNC:34417	RAD51AP2	protein-coding gene	gene with protein product	729475
HGNC:9822	RAD51B	protein-coding gene	gene with protein product	5890
HGNC:9820	RAD51C	protein-coding gene	gene with protein product	5889
HGNC:9823	RAD51D	protein-coding gene	gene with protein product	5892
HGNC:9824	RAD52	protein-coding gene	gene with protein product	5893
HGNC:54559	RAD52P1	pseudogene	pseudogene	644776
HGNC:17228	RAD54B	protein-coding gene	gene with protein product	25788
HGNC:9826	RAD54L	protein-coding gene	gene with protein product	8438
HGNC:29123	RAD54L2	protein-coding gene	gene with protein product	23132
HGNC:54570	RAD54L2P1	pseudogene	pseudogene	100420273
HGNC:22226	RADIL	protein-coding gene	gene with protein product	55698
HGNC:25486	RADX	protein-coding gene	gene with protein product	55086
HGNC:9828	RAE1	protein-coding gene	gene with protein product	8480
HGNC:16793	RAET1E	protein-coding gene	gene with protein product	135250
HGNC:48994	RAET1E-AS1	non-coding RNA	RNA, long non-coding	100652739
HGNC:16794	RAET1F	pseudogene	pseudogene	353089
HGNC:16795	RAET1G	protein-coding gene	gene with protein product	353091
HGNC:16797	RAET1K	pseudogene	pseudogene	646024
HGNC:16798	RAET1L	protein-coding gene	gene with protein product	154064
HGNC:16799	RAET1M	pseudogene	pseudogene	353094
HGNC:9829	RAF1	protein-coding gene	gene with protein product	5894
HGNC:9830	RAF1P1	pseudogene	pseudogene	348910
HGNC:9831	RAG1	protein-coding gene	gene with protein product	5896
HGNC:9832	RAG2	protein-coding gene	gene with protein product	5897
HGNC:9834	RAI1	protein-coding gene	gene with protein product	10743
HGNC:40496	RAI1-AS1	non-coding RNA	RNA, long non-coding	100861516
HGNC:9835	RAI2	protein-coding gene	gene with protein product	10742
HGNC:14873	RAI14	protein-coding gene	gene with protein product	26064
HGNC:9839	RALA	protein-coding gene	gene with protein product	5898
HGNC:9840	RALB	protein-coding gene	gene with protein product	5899
HGNC:9841	RALBP1	protein-coding gene	gene with protein product	10928
HGNC:54696	RALBP1P1	pseudogene	pseudogene	131054
HGNC:54697	RALBP1P2	pseudogene	pseudogene	129522
HGNC:17770	RALGAPA1	protein-coding gene	gene with protein product	253959
HGNC:23203	RALGAPA1P1	pseudogene	pseudogene	26134
HGNC:16207	RALGAPA2	protein-coding gene	gene with protein product	57186
HGNC:29221	RALGAPB	protein-coding gene	gene with protein product	57148
HGNC:9842	RALGDS	protein-coding gene	gene with protein product	5900
HGNC:16851	RALGPS1	protein-coding gene	gene with protein product	9649
HGNC:30279	RALGPS2	protein-coding gene	gene with protein product	55103
HGNC:55163	RALGPS2-AS1	non-coding RNA	RNA, long non-coding	646976
HGNC:15921	RALY	protein-coding gene	gene with protein product	22913
HGNC:50743	RALY-AS1	non-coding RNA	RNA, long non-coding	101926888
HGNC:27036	RALYL	protein-coding gene	gene with protein product	138046
HGNC:31022	RAMAC	protein-coding gene	gene with protein product	83640
HGNC:21234	RAMACL	other	unknown	353267
HGNC:9843	RAMP1	protein-coding gene	gene with protein product	10267
HGNC:9844	RAMP2	protein-coding gene	gene with protein product	10266
HGNC:44358	RAMP2-AS1	non-coding RNA	RNA, long non-coding	100190938
HGNC:9845	RAMP3	protein-coding gene	gene with protein product	10268
HGNC:9846	RAN	protein-coding gene	gene with protein product	5901
HGNC:9847	RANBP1	protein-coding gene	gene with protein product	5902
HGNC:54908	RANBP1P1	pseudogene	pseudogene	389842
HGNC:9848	RANBP2	protein-coding gene	gene with protein product	5903
HGNC:9850	RANBP3	protein-coding gene	gene with protein product	8498
HGNC:55312	RANBP3-DT	non-coding RNA	RNA, long non-coding	100128568
HGNC:26353	RANBP3L	protein-coding gene	gene with protein product	202151
HGNC:9851	RANBP6	protein-coding gene	gene with protein product	26953
HGNC:13727	RANBP9	protein-coding gene	gene with protein product	10048
HGNC:29285	RANBP10	protein-coding gene	gene with protein product	57610
HGNC:14428	RANBP17	protein-coding gene	gene with protein product	64901
HGNC:19734	RANBP20P	pseudogene	pseudogene	326627
